Confirmed,Date,Deaths,People_Hospitalized,People_Tested,Province_State,Recovered
1239,03-29-2020,24,277,13593,Maryland,0
253,03-29-2020,3,0,3647,Maine,41
336,03-29-2020,4,68,5349,Iowa,17
394,03-29-2020,9,0,5541,Kentucky,0
151,03-29-2020,0,12,7000,Hawaii,0
2061,03-29-2020,44,274,13276,Colorado,0
2651,03-29-2020,80,666,12564,Georgia,0
4246,03-29-2020,56,594,43316,Florida,0
232,03-29-2020,10,0,268,Delaware,9
342,03-29-2020,5,0,2811,District of Columbia,66
1993,03-29-2020,34,0,11900,Connecticut,0
5708,03-29-2020,123,0,26257,California,0
919,03-29-2020,17,427,13872,Arizona,0
0,03-29-2020,0,0,0,American Samoa,0
426,03-29-2020,6,0,3453,Arkansas,28
806,03-29-2020,4,0,4990,Alabama,0
102,03-29-2020,2,6,3334,Alaska,0
725,03-29-2020,9,75,19291,Minnesota,243
56,03-29-2020,1,0,390,Guam,7
838,03-29-2020,10,0,12385,Missouri,0
86,03-29-2020,0,15,1640,Wyoming,20
758,03-29-2020,14,235,3318,Mississippi,0
113,03-29-2020,0,1,2818,West Virginia,0
1276,03-29-2020,13,0,17826,Wisconsin,0
7715,03-29-2020,237,0,75812,Washington,0
256,03-29-2020,12,18,3739,Vermont,0
23,03-29-2020,0,0,146,Virgin Islands,0
890,03-29-2020,22,112,10609,Virginia,0
719,03-29-2020,2,0,13993,Utah,0
2552,03-29-2020,34,0,25760,Texas,0
1537,03-29-2020,7,133,20574,Tennessee,0
90,03-29-2020,1,0,3217,South Dakota,29
774,03-29-2020,16,102,3789,South Carolina,0
294,03-29-2020,3,0,3134,Rhode Island,0
127,03-29-2020,5,0,968,Puerto Rico,0
2,03-29-2020,0,0,2,Northern Mariana Islands,0
548,03-29-2020,13,129,11426,Oregon,0
154,03-29-2020,1,8,4297,Montana,0
1040,03-29-2020,4,0,18945,North Carolina,0
98,03-29-2020,1,17,3453,North Dakota,18
3394,03-29-2020,38,353,33455,Pennsylvania,0
214,03-29-2020,2,33,4738,New Hampshire,0
108,03-29-2020,2,0,2076,Nebraska,0
237,03-29-2020,2,0,11006,New Mexico,2
738,03-29-2020,28,0,9150,Nevada,0
59513,03-29-2020,965,12695,172360,New York,3572
1653,03-29-2020,29,403,20665,Ohio,0
429,03-29-2020,16,140,1634,Oklahoma,0
13386,03-29-2020,161,0,35602,New Jersey,0
310,03-30-2020,6,39,4706,Idaho,0
5057,03-30-2020,73,0,30446,Illinois,0
1786,03-30-2020,35,0,11658,Indiana,0
368,03-30-2020,8,66,4922,Kansas,0
17363,03-30-2020,437,0,40626,Michigan,0
4025,03-30-2020,185,0,34033,Louisiana,0
5653,03-30-2020,124,453,42819,Massachusetts,0
1413,03-30-2020,35,353,14729,Maryland,0
275,03-30-2020,3,49,3669,Maine,41
424,03-30-2020,6,74,6586,Iowa,23
439,03-30-2020,9,0,6018,Kentucky,0
175,03-30-2020,0,12,8000,Hawaii,0
2627,03-30-2020,51,414,15364,Colorado,0
2809,03-30-2020,87,707,12724,Georgia,0
5473,03-30-2020,63,652,53698,Florida,0
264,03-30-2020,11,0,2480,Delaware,9
401,03-30-2020,9,0,3083,District of Columbia,106
2571,03-30-2020,36,0,14600,Connecticut,0
6447,03-30-2020,133,0,26996,California,0
1157,03-30-2020,20,478,16759,Arizona,0
0,03-30-2020,0,0,0,American Samoa,0
473,03-30-2020,7,0,5735,Arkansas,29
859,03-30-2020,6,0,6553,Alabama,0
114,03-30-2020,3,7,3654,Alaska,0
823,03-30-2020,10,92,20335,Minnesota,0
58,03-30-2020,1,0,410,Guam,7
1031,03-30-2020,13,0,14235,Missouri,0
2,03-30-2020,0,0,2,Northern Mariana Islands,0
847,03-30-2020,16,195,3836,Mississippi,0
126,03-30-2020,1,1,3110,West Virginia,0
1422,03-30-2020,14,0,17278,Wisconsin,0
8120,03-30-2020,248,0,80962,Washington,0
293,03-30-2020,12,18,4011,Vermont,0
30,03-30-2020,0,0,156,Virgin Islands,0
1020,03-30-2020,25,136,12038,Virginia,0
806,03-30-2020,4,0,16003,Utah,0
2877,03-30-2020,34,0,35880,Texas,38
1834,03-30-2020,13,148,23304,Tennessee,0
101,03-30-2020,1,0,3579,South Dakota,34
925,03-30-2020,18,102,5085,South Carolina,0
402,03-30-2020,4,0,3589,Rhode Island,0
174,03-30-2020,6,0,1105,Puerto Rico,0
94,03-30-2020,0,17,1934,Wyoming,24
606,03-30-2020,16,140,12883,Oregon,0
171,03-30-2020,4,10,4314,Montana,0
1307,03-30-2020,6,0,20864,North Carolina,0
109,03-30-2020,2,19,3837,North Dakota,19
4087,03-30-2020,49,386,37864,Pennsylvania,0
314,03-30-2020,3,45,5700,New Hampshire,0
145,03-30-2020,2,0,2729,Nebraska,0
237,03-30-2020,2,0,11179,New Mexico,26
1008,03-30-2020,32,0,11215,Nevada,0
66497,03-30-2020,1218,14578,186468,New York,4204
1933,03-30-2020,39,475,27275,Ohio,0
481,03-30-2020,17,153,1688,Oklahoma,0
16636,03-30-2020,198,0,41860,New Jersey,0
415,03-31-2020,7,45,5712,Idaho,0
5994,03-31-2020,99,0,35225,Illinois,0
2159,03-31-2020,49,0,13373,Indiana,0
428,03-31-2020,9,79,5424,Kansas,0
18654,03-31-2020,551,0,44988,Michigan,0
5237,03-31-2020,239,0,38967,Louisiana,0
6521,03-31-2020,153,562,46961,Massachusetts,0
1660,03-31-2020,43,429,16528,Maryland,0
303,03-31-2020,5,57,6391,Maine,68
497,03-31-2020,7,94,7385,Iowa,33
480,03-31-2020,11,0,6810,Kentucky,0
204,03-31-2020,0,12,8675,Hawaii,49
2627,03-31-2020,51,414,15364,Colorado,0
3929,03-31-2020,111,833,16181,Georgia,0
6338,03-31-2020,77,823,60623,Florida,0
319,03-31-2020,12,0,4015,Delaware,22
495,03-31-2020,9,0,3757,District of Columbia,121
3128,03-31-2020,69,0,16157,Connecticut,0
7482,03-31-2020,153,0,29254,California,0
1289,03-31-2020,24,534,19371,Arizona,0
0,03-31-2020,0,0,3,American Samoa,0
523,03-31-2020,8,0,6482,Arkansas,35
981,03-31-2020,13,0,7279,Alabama,0
119,03-31-2020,3,7,3713,Alaska,0
916,03-31-2020,12,112,21851,Minnesota,0
69,03-31-2020,2,0,440,Guam,7
1327,03-31-2020,14,0,15941,Missouri,0
2,03-31-2020,0,0,2,Northern Mariana Islands,0
937,03-31-2020,20,211,4474,Mississippi,0
162,03-31-2020,1,1,4143,West Virginia,0
1585,03-31-2020,16,337,18960,Wisconsin,0
8431,03-31-2020,262,0,85668,Washington,0
320,03-31-2020,13,36,4269,Vermont,15
30,03-31-2020,0,0,156,Virgin Islands,21
1250,03-31-2020,27,165,13401,Virginia,0
887,03-31-2020,5,73,18513,Utah,0
3266,03-31-2020,41,0,42992,Texas,38
2239,03-31-2020,23,175,27360,Tennessee,121
108,03-31-2020,1,12,3717,South Dakota,44
1083,03-31-2020,22,102,5699,South Carolina,0
489,03-31-2020,8,0,3965,Rhode Island,35
239,03-31-2020,8,0,1434,Puerto Rico,0
109,03-31-2020,0,17,2108,Wyoming,26
690,03-31-2020,18,154,13826,Oregon,0
184,03-31-2020,4,14,4418,Montana,0
1498,03-31-2020,8,0,23106,North Carolina,0
126,03-31-2020,3,21,4257,North Dakota,30
4843,03-31-2020,63,514,42488,Pennsylvania,0
314,03-31-2020,3,45,5727,New Hampshire,0
172,03-31-2020,3,0,3103,Nebraska,0
281,03-31-2020,4,0,12527,New Mexico,26
1113,03-31-2020,37,0,11794,Nevada,0
75795,03-31-2020,1550,17085,205186,New York,4975
2199,03-31-2020,55,585,29191,Ohio,0
565,03-31-2020,23,177,1794,Oklahoma,0
18696,03-31-2020,267,0,45773,New Jersey,0
525,04-01-2020,9,46,6601,Idaho,0
6980,04-01-2020,141,0,40384,Illinois,0
2565,04-01-2020,65,0,14375,Indiana,0
482,04-01-2020,10,114,5893,Kansas,0
20246,04-01-2020,676,0,50197,Michigan,0
6424,04-01-2020,273,0,45776,Louisiana,0
7639,04-01-2020,187,682,51764,Massachusetts,0
1985,04-01-2020,52,522,19218,Maryland,0
344,04-01-2020,7,63,6432,Maine,80
549,04-01-2020,9,99,7853,Iowa,118
591,04-01-2020,17,0,7556,Kentucky,0
208,04-01-2020,1,13,8929,Hawaii,58
2966,04-01-2020,69,509,16849,Colorado,0
4638,04-01-2020,139,952,20326,Georgia,0
6955,04-01-2020,87,949,66484,Florida,0
368,04-01-2020,13,0,4383,Delaware,49
586,04-01-2020,11,0,3848,District of Columbia,142
3557,04-01-2020,85,0,16600,Connecticut,0
8155,04-01-2020,171,0,29927,California,0
1413,04-01-2020,29,582,21058,Arizona,0
0,04-01-2020,0,0,3,American Samoa,0
584,04-01-2020,10,90,7938,Arkansas,42
1077,04-01-2020,26,0,7774,Alabama,0
133,04-01-2020,3,9,4603,Alaska,0
973,04-01-2020,17,122,22853,Minnesota,0
77,04-01-2020,3,0,483,Guam,9
1581,04-01-2020,18,0,17427,Missouri,0
6,04-01-2020,0,0,6,Northern Mariana Islands,0
1073,04-01-2020,22,332,4785,Mississippi,0
191,04-01-2020,1,1,4575,West Virginia,0
1821,04-01-2020,24,398,20640,Wisconsin,0
8869,04-01-2020,282,0,90385,Washington,0
359,04-01-2020,16,45,4521,Vermont,15
30,04-01-2020,0,0,156,Virgin Islands,21
1484,04-01-2020,34,305,15344,Virginia,0
1012,04-01-2020,7,91,21167,Utah,0
3997,04-01-2020,58,0,47857,Texas,38
2683,04-01-2020,24,200,32452,Tennessee,137
129,04-01-2020,2,12,4032,South Dakota,51
1293,04-01-2020,26,102,6326,South Carolina,0
566,04-01-2020,10,0,4397,Rhode Island,35
286,04-01-2020,11,0,1695,Puerto Rico,0
130,04-01-2020,0,18,2348,Wyoming,31
736,04-01-2020,18,154,13872,Oregon,0
208,04-01-2020,5,17,4918,Montana,0
1584,04-01-2020,10,0,26243,North Carolina,0
142,04-01-2020,3,23,4493,North Dakota,34
5805,04-01-2020,74,620,48232,Pennsylvania,0
415,04-01-2020,4,56,6400,New Hampshire,56
210,04-01-2020,4,0,3685,Nebraska,0
315,04-01-2020,5,0,13240,New Mexico,26
1279,04-01-2020,45,0,12798,Nevada,0
83712,04-01-2020,1941,19929,220880,New York,6142
2547,04-01-2020,65,679,29539,Ohio,0
719,04-01-2020,30,219,1967,Oklahoma,0
22255,04-01-2020,355,0,52642,New Jersey,0
669,04-02-2020,9,49,7282,Idaho,0
7695,04-02-2020,157,0,43656,Illinois,0
3039,04-02-2020,78,0,16285,Indiana,0
552,04-02-2020,13,138,6611,Kansas,0
21376,04-02-2020,801,0,54819,Michigan,0
9150,04-02-2020,310,0,51086,Louisiana,0
8867,04-02-2020,229,813,56634,Massachusetts,0
2331,04-02-2020,64,582,21221,Maryland,81
376,04-02-2020,7,68,6464,Maine,94
614,04-02-2020,11,120,8668,Iowa,46
680,04-02-2020,20,0,7900,Kentucky,0
258,04-02-2020,1,15,10464,Hawaii,69
3342,04-02-2020,80,620,18645,Colorado,0
5348,04-02-2020,163,1056,22957,Georgia,0
8010,04-02-2020,128,1123,77296,Florida,0
393,04-02-2020,16,0,4959,Delaware,49
653,04-02-2020,12,0,5070,District of Columbia,173
3824,04-02-2020,112,0,18300,Connecticut,0
9191,04-02-2020,203,0,33000,California,0
1598,04-02-2020,32,616,22709,Arizona,0
0,04-02-2020,0,0,3,American Samoa,0
643,04-02-2020,12,100,8523,Arkansas,47
1233,04-02-2020,32,0,8736,Alabama,0
143,04-02-2020,3,9,5022,Alaska,0
1056,04-02-2020,18,138,24836,Minnesota,0
82,04-02-2020,3,0,524,Guam,12
1834,04-02-2020,19,0,19683,Missouri,0
150,04-02-2020,0,19,2589,Wyoming,31
1177,04-02-2020,26,360,5930,Mississippi,0
217,04-02-2020,2,1,5493,West Virginia,0
2040,04-02-2020,31,461,22357,Wisconsin,0
9201,04-02-2020,310,0,95292,Washington,0
390,04-02-2020,17,45,4774,Vermont,15
33,04-02-2020,0,0,182,Virgin Islands,25
1706,04-02-2020,41,305,17589,Virginia,0
1074,04-02-2020,7,100,21229,Utah,0
4669,04-02-2020,70,0,50679,Texas,38
2845,04-02-2020,32,263,34611,Tennessee,220
165,04-02-2020,2,17,4382,South Dakota,57
1554,04-02-2020,31,241,6995,South Carolina,0
657,04-02-2020,12,0,5069,Rhode Island,35
316,04-02-2020,12,0,1920,Puerto Rico,0
8,04-02-2020,1,0,21,Northern Mariana Islands,0
826,04-02-2020,21,188,16085,Oregon,0
227,04-02-2020,5,20,5320,Montana,0
1857,04-02-2020,16,0,28679,North Carolina,0
159,04-02-2020,3,28,4980,North Dakota,43
7016,04-02-2020,90,730,54714,Pennsylvania,0
415,04-02-2020,4,58,6493,New Hampshire,91
246,04-02-2020,5,0,4224,Nebraska,0
363,04-02-2020,6,0,14011,New Mexico,26
1458,04-02-2020,51,0,14046,Nevada,0
92381,04-02-2020,2373,22786,238965,New York,7434
2902,04-02-2020,81,802,34918,Ohio,0
879,04-02-2020,34,257,2144,Oklahoma,0
25590,04-02-2020,537,0,59110,New Jersey,0
891,04-03-2020,9,56,7945,Idaho,0
8904,04-03-2020,210,0,48048,Illinois,0
3437,04-03-2020,102,0,17835,Indiana,0
620,04-03-2020,17,151,7074,Kansas,0
22579,04-03-2020,918,0,59639,Michigan,56
10297,04-03-2020,370,0,53645,Louisiana,0
10303,04-03-2020,265,966,62988,Massachusetts,0
2758,04-03-2020,84,664,23690,Maryland,159
432,04-03-2020,9,75,6520,Maine,113
699,04-03-2020,11,138,9453,Iowa,188
770,04-03-2020,31,0,12804,Kentucky,0
285,04-03-2020,2,15,10491,Hawaii,72
3728,04-03-2020,97,710,20411,Colorado,0
5831,04-03-2020,184,1158,25265,Georgia,0
9585,04-03-2020,163,1287,91722,Florida,0
450,04-03-2020,17,0,5445,Delaware,71
757,04-03-2020,15,0,5584,District of Columbia,206
4914,04-03-2020,131,0,20015,Connecticut,0
10701,04-03-2020,237,0,35300,California,0
1769,04-03-2020,41,667,24673,Arizona,0
0,04-03-2020,0,0,3,American Samoa,0
704,04-03-2020,12,105,9699,Arkansas,60
1432,04-03-2020,35,0,9619,Alabama,0
157,04-03-2020,3,15,6016,Alaska,0
1119,04-03-2020,22,156,26182,Minnesota,0
84,04-03-2020,4,0,543,Guam,14
2113,04-03-2020,19,0,21470,Missouri,0
8,04-03-2020,1,0,21,Northern Mariana Islands,0
1358,04-03-2020,29,420,6111,Mississippi,0
237,04-03-2020,2,1,6367,West Virginia,0
2263,04-03-2020,37,487,24640,Wisconsin,0
9485,04-03-2020,338,0,100146,Washington,0
460,04-03-2020,17,45,5325,Vermont,15
38,04-03-2020,0,0,192,Virgin Islands,29
2012,04-03-2020,46,312,19005,Virginia,0
1246,04-03-2020,7,106,24248,Utah,0
5330,04-03-2020,90,0,55764,Texas,38
3067,04-03-2020,37,293,37839,Tennessee,248
187,04-03-2020,2,17,4780,South Dakota,69
1554,04-03-2020,31,241,6995,South Carolina,0
709,04-03-2020,14,0,5566,Rhode Island,35
378,04-03-2020,15,0,2427,Puerto Rico,0
162,04-03-2020,0,21,2866,Wyoming,37
899,04-03-2020,22,204,17434,Oregon,0
243,04-03-2020,5,24,5576,Montana,0
2093,04-03-2020,19,0,31598,North Carolina,0
173,04-03-2020,3,29,5798,North Dakota,55
8420,04-03-2020,102,852,62115,Pennsylvania,0
479,04-03-2020,5,73,7054,New Hampshire,101
279,04-03-2020,6,0,4766,Nebraska,0
403,04-03-2020,7,0,14778,New Mexico,26
1514,04-03-2020,59,0,14532,Nevada,0
102863,04-03-2020,2935,26210,260520,New York,8886
3312,04-03-2020,91,895,38375,Ohio,0
988,04-03-2020,38,289,2303,Oklahoma,383
29895,04-03-2020,646,0,67503,New Jersey,0
1013,04-04-2020,10,62,8870,Idaho,0
10357,04-04-2020,243,0,53581,Illinois,0
3953,04-04-2020,116,0,19800,Indiana,0
698,04-04-2020,21,172,7578,Kansas,0
23581,04-04-2020,1030,0,64786,Michigan,56
12496,04-04-2020,409,0,58498,Louisiana,0
11637,04-04-2020,304,1370,68828,Massachusetts,0
3125,04-04-2020,101,821,25610,Maryland,159
456,04-04-2020,10,83,6544,Maine,140
786,04-04-2020,14,153,10240,Iowa,188
831,04-04-2020,37,0,15572,Kentucky,0
319,04-04-2020,3,18,12278,Hawaii,78
4173,04-04-2020,111,823,22071,Colorado,0
6160,04-04-2020,201,1239,26294,Georgia,0
11111,04-04-2020,191,1462,102067,Florida,0
593,04-04-2020,17,0,6467,Delaware,71
902,04-04-2020,21,0,6438,District of Columbia,235
5276,04-04-2020,165,0,22029,Connecticut,0
12026,04-04-2020,276,0,113700,California,0
2019,04-04-2020,52,711,27160,Arizona,0
0,04-04-2020,0,0,3,American Samoa,0
743,04-04-2020,14,106,10370,Arkansas,79
1580,04-04-2020,43,212,10853,Alabama,0
171,04-04-2020,5,16,6040,Alaska,0
1158,04-04-2020,24,180,27845,Minnesota,416
93,04-04-2020,4,0,565,Guam,20
2291,04-04-2020,24,0,24905,Missouri,0
187,04-04-2020,0,23,3132,Wyoming,49
1455,04-04-2020,35,436,6588,Mississippi,0
8,04-04-2020,1,0,21,Northern Mariana Islands,0
282,04-04-2020,2,0,7686,West Virginia,0
2476,04-04-2020,56,588,26335,Wisconsin,0
9732,04-04-2020,365,0,102760,Washington,0
512,04-04-2020,20,45,5754,Vermont,15
40,04-04-2020,0,0,224,Virgin Islands,34
2407,04-04-2020,52,390,21552,Virginia,0
1428,04-04-2020,8,117,28043,Utah,0
3321,04-04-2020,43,311,41391,Tennessee,416
212,04-04-2020,2,19,5224,South Dakota,76
1917,04-04-2020,40,241,18314,South Carolina,0
806,04-04-2020,17,0,6390,Rhode Island,35
452,04-04-2020,18,0,3057,Puerto Rico,0
6110,04-04-2020,105,0,63751,Texas,38
999,04-04-2020,26,239,17534,Oregon,0
10017,04-04-2020,136,1004,70030,Pennsylvania,0
2402,04-04-2020,24,0,38773,North Carolina,0
186,04-04-2020,3,30,6207,North Dakota,63
321,04-04-2020,6,0,5379,Nebraska,0
540,04-04-2020,7,80,7505,New Hampshire,144
34124,04-04-2020,846,0,75356,New Jersey,0
265,04-04-2020,5,24,6177,Montana,0
1742,04-04-2020,70,0,16163,Nevada,0
113704,04-04-2020,3565,29471,283621,New York,10478
3739,04-04-2020,102,1006,41871,Ohio,0
1159,04-04-2020,42,316,2521,Oklahoma,0
495,04-04-2020,10,0,15632,New Mexico,26
1077,04-05-2020,10,66,10261,Idaho,0
11256,04-05-2020,274,0,58983,Illinois,0
4411,04-05-2020,127,0,22652,Indiana,0
747,04-05-2020,22,183,8223,Kansas,0
917,04-05-2020,40,0,16663,Kentucky,0
12402,04-05-2020,370,1632,71967,Massachusetts,0
3609,04-05-2020,122,936,28337,Maryland,159
470,04-05-2020,10,86,6558,Maine,156
24458,04-05-2020,1150,0,68612,Michigan,56
868,04-05-2020,22,165,10841,Iowa,188
13010,04-05-2020,477,0,60325,Louisiana,0
351,04-05-2020,4,19,12955,Hawaii,82
185,04-05-2020,6,20,6284,Alaska,0
6647,04-05-2020,211,1283,27832,Georgia,0
12151,04-05-2020,218,1572,113404,Florida,0
673,04-05-2020,19,0,6994,Delaware,71
998,04-05-2020,22,0,6834,District of Columbia,258
5675,04-05-2020,189,0,23270,Connecticut,0
4565,04-05-2020,126,875,23900,Colorado,0
13438,04-05-2020,319,0,116533,California,0
2269,04-05-2020,64,760,27410,Arizona,0
0,04-05-2020,0,0,3,American Samoa,0
830,04-05-2020,16,130,11242,Arkansas,97
1217,04-05-2020,29,202,29307,Minnesota,422
1796,04-05-2020,45,231,13078,Alabama,0
112,04-05-2020,4,0,605,Guam,23
2367,04-05-2020,34,0,27249,Missouri,0
2643,04-05-2020,68,624,27812,Wisconsin,0
1638,04-05-2020,43,475,7218,Mississippi,0
8,04-05-2020,1,0,21,Northern Mariana Islands,0
197,04-05-2020,0,23,3237,Wyoming,50
9953,04-05-2020,386,0,104712,Washington,0
543,04-05-2020,22,45,6373,Vermont,15
42,04-05-2020,1,0,248,Virgin Islands,34
2637,04-05-2020,51,431,23671,Virginia,0
1605,04-05-2020,8,124,30892,Utah,0
6812,04-05-2020,127,0,70938,Texas,38
3633,04-05-2020,44,328,45300,Tennessee,295
240,04-05-2020,2,22,5593,South Dakota,84
2049,04-05-2020,44,241,18976,South Carolina,0
922,04-05-2020,25,0,7181,Rhode Island,35
475,04-05-2020,20,0,3548,Puerto Rico,0
324,04-05-2020,3,0,8838,West Virginia,0
1068,04-05-2020,27,258,20624,Oregon,0
2585,04-05-2020,31,0,40045,North Carolina,0
286,04-05-2020,6,24,6603,Montana,0
207,04-05-2020,3,31,6787,North Dakota,63
363,04-05-2020,8,0,5921,Nebraska,0
621,04-05-2020,9,86,8032,New Hampshire,146
11510,04-05-2020,150,1072,77771,Pennsylvania,0
543,04-05-2020,11,0,16828,New Mexico,54
1836,04-05-2020,76,0,16831,Nevada,0
122031,04-05-2020,4159,32293,302280,New York,12187
4043,04-05-2020,119,1104,43756,Ohio,0
1252,04-05-2020,46,330,2653,Oklahoma,0
37505,04-05-2020,917,0,82166,New Jersey,0
1101,04-06-2020,10,77,10995,Idaho,0
12262,04-06-2020,307,0,62942,Illinois,0
4944,04-06-2020,139,0,26191,Indiana,0
845,04-06-2020,25,198,9084,Kansas,0
955,04-06-2020,45,0,18767,Kentucky,0
499,04-06-2020,10,92,6587,Maine,158
4045,04-06-2020,138,1059,29617,Maryland,184
25785,04-06-2020,1291,0,73047,Michigan,56
1330,04-06-2020,30,223,30485,Minnesota,440
946,04-06-2020,25,179,11599,Iowa,284
13739,04-06-2020,448,1667,76459,Massachusetts,0
371,04-06-2020,4,21,13526,Hawaii,85
4950,04-06-2020,140,924,25773,Colorado,0
7314,04-06-2020,229,1332,31274,Georgia,0
13324,04-06-2020,236,1682,123274,Florida,0
673,04-06-2020,24,0,6994,Delaware,71
1097,04-06-2020,24,0,7453,District of Columbia,287
6906,04-06-2020,206,0,26686,Connecticut,0
2722,04-06-2020,39,0,29835,Missouri,0
14336,04-06-2020,343,0,117431,California,0
2456,04-06-2020,65,819,32534,Arizona,0
0,04-06-2020,0,0,3,American Samoa,0
875,04-06-2020,16,137,12845,Arkansas,102
1968,04-06-2020,50,240,14765,Alabama,0
191,04-06-2020,6,23,6883,Alaska,0
113,04-06-2020,4,0,618,Guam,25
8,04-06-2020,1,0,21,Northern Mariana Islands,0
14867,04-06-2020,512,0,69166,Louisiana,0
299,04-06-2020,6,24,6790,Montana,0
1738,04-06-2020,51,475,20370,Mississippi,0
345,04-06-2020,4,0,9940,West Virginia,0
2866,04-06-2020,77,668,29440,Wisconsin,0
10282,04-06-2020,407,0,109848,Washington,0
575,04-06-2020,23,45,6736,Vermont,15
43,04-06-2020,1,0,265,Virgin Islands,36
2878,04-06-2020,54,497,24521,Virginia,0
1675,04-06-2020,13,138,33394,Utah,0
7276,04-06-2020,140,0,85357,Texas,38
3802,04-06-2020,65,352,47350,Tennessee,356
288,04-06-2020,4,23,6020,South Dakota,91
2049,04-06-2020,44,241,18976,South Carolina,0
1082,04-06-2020,27,0,8481,Rhode Island,35
210,04-06-2020,0,23,3929,Wyoming,52
12980,04-06-2020,162,1145,83854,Pennsylvania,0
513,04-06-2020,21,0,3945,Puerto Rico,0
225,04-06-2020,3,32,7213,North Dakota,74
409,04-06-2020,8,0,6787,Nebraska,0
669,04-06-2020,9,92,8370,New Hampshire,147
41090,04-06-2020,1003,0,89032,New Jersey,0
2870,04-06-2020,33,0,40726,North Carolina,0
1953,04-06-2020,79,0,17629,Nevada,0
130689,04-06-2020,4758,34377,320811,New York,13366
4450,04-06-2020,142,1214,48378,Ohio,0
1327,04-06-2020,51,340,2749,Oklahoma,522
624,04-06-2020,12,0,19136,New Mexico,130
1132,04-06-2020,27,258,21801,Oregon,0
1432,04-07-2020,34,242,32035,Minnesota,515
1170,04-07-2020,13,83,11246,Idaho,0
13549,04-07-2020,380,0,68732,Illinois,0
5507,04-07-2020,173,0,28764,Indiana,0
900,04-07-2020,27,223,9514,Kansas,0
4371,04-07-2020,160,1106,31627,Maryland,288
15104,04-07-2020,515,1831,81374,Massachusetts,0
519,04-07-2020,12,99,6607,Maine,176
26964,04-07-2020,1449,0,77308,Michigan,56
1048,04-07-2020,26,193,12718,Iowa,341
1008,04-07-2020,59,0,19955,Kentucky,0
387,04-07-2020,5,26,13542,Hawaii,89
5172,04-07-2020,150,994,26875,Colorado,0
8818,04-07-2020,329,1774,33713,Georgia,0
14747,04-07-2020,296,1999,138162,Florida,0
928,04-07-2020,28,0,8556,Delaware,144
1211,04-07-2020,22,0,7823,District of Columbia,318
7781,04-07-2020,277,0,29036,Connecticut,0
15865,04-07-2020,374,0,131229,California,0
2575,04-07-2020,73,853,33375,Arizona,0
0,04-07-2020,0,0,3,American Samoa,0
946,04-07-2020,16,148,13638,Arkansas,142
2119,04-07-2020,56,271,14916,Alabama,0
213,04-07-2020,6,23,6913,Alaska,29
3037,04-07-2020,53,0,31969,Missouri,0
121,04-07-2020,4,0,650,Guam,27
8,04-07-2020,2,0,23,Northern Mariana Islands,0
16284,04-07-2020,582,0,74655,Louisiana,0
319,04-07-2020,6,28,6985,Montana,0
412,04-07-2020,4,0,12059,West Virginia,0
3064,04-07-2020,92,745,31576,Wisconsin,0
10547,04-07-2020,429,0,115077,Washington,0
608,04-07-2020,23,45,7253,Vermont,15
43,04-07-2020,1,0,265,Virgin Islands,36
3333,04-07-2020,63,563,28645,Virginia,0
1738,04-07-2020,13,148,34647,Utah,0
8262,04-07-2020,154,0,88649,Texas,38
4138,04-07-2020,72,408,52874,Tennessee,466
320,04-07-2020,6,23,6268,South Dakota,98
2417,04-07-2020,51,241,23680,South Carolina,0
1230,04-07-2020,30,0,10307,Rhode Island,35
573,04-07-2020,23,0,4539,Puerto Rico,0
1915,04-07-2020,59,377,20547,Mississippi,0
1181,04-07-2020,33,324,23007,Oregon,0
3221,04-07-2020,46,0,41082,North Carolina,0
237,04-07-2020,4,33,7703,North Dakota,82
447,04-07-2020,10,0,7258,Nebraska,0
14559,04-07-2020,240,0,91278,Pennsylvania,0
44416,04-07-2020,1232,0,94974,New Jersey,0
715,04-07-2020,9,103,8734,New Hampshire,151
686,04-07-2020,12,0,21825,New Mexico,133
2087,04-07-2020,91,0,18639,Nevada,0
138863,04-07-2020,5489,36932,340058,New York,14590
4782,04-07-2020,167,1354,50838,Ohio,0
1472,04-07-2020,67,376,13293,Oklahoma,612
216,04-07-2020,0,33,4005,Wyoming,62
15078,04-08-2020,462,0,75066,Illinois,0
5943,04-08-2020,203,0,30869,Indiana,0
1046,04-08-2020,38,223,10183,Kansas,0
1149,04-08-2020,65,0,21604,Kentucky,0
1534,04-08-2020,39,271,33488,Minnesota,593
16692,04-08-2020,615,2119,87541,Massachusetts,0
5529,04-08-2020,191,1210,38462,Maryland,365
537,04-08-2020,14,101,6625,Maine,187
28064,04-08-2020,1600,0,81240,Michigan,56
1210,04-08-2020,15,93,11898,Idaho,0
17030,04-08-2020,652,0,81406,Louisiana,0
1145,04-08-2020,27,193,13966,Iowa,431
7781,04-08-2020,277,0,29036,Connecticut,0
125,04-08-2020,4,0,687,Guam,31
9901,04-08-2020,362,1993,38787,Georgia,0
15455,04-08-2020,309,2062,143134,Florida,0
928,04-08-2020,32,0,8556,Delaware,144
1440,04-08-2020,27,0,8283,District of Columbia,361
5429,04-08-2020,179,1079,28094,Colorado,0
16957,04-08-2020,442,0,144264,California,0
2726,04-08-2020,80,906,34564,Arizona,0
0,04-08-2020,0,0,3,American Samoa,0
1000,04-08-2020,18,130,14530,Arkansas,208
2369,04-08-2020,66,314,19122,Alabama,0
3327,04-08-2020,58,0,34110,Missouri,0
