Confirmed,Date,Deaths,People_Hospitalized,People_Tested,Province_State,Recovered
33320,06-28-2020,716,2622,359802,South Carolina,13456
16661,06-28-2020,927,1984,230508,Rhode Island,1600
7189,06-28-2020,153,0,7189,Puerto Rico,0
1417,06-28-2020,20,112,31823,Wyoming,1057
8341,06-28-2020,202,1022,217391,Oregon,2649
863,06-28-2020,22,97,82474,Montana,604
62142,06-28-2020,1322,0,871905,North Carolina,36921
3495,06-28-2020,77,226,103925,North Dakota,3139
85496,06-28-2020,6579,0,742982,Pennsylvania,66686
5717,06-28-2020,367,562,116109,New Hampshire,4401
18775,06-28-2020,267,1315,172798,Nebraska,13053
11619,06-28-2020,491,1851,322959,New Mexico,5251
17160,06-28-2020,500,0,267580,Nevada,684
392539,06-28-2020,24835,89995,3816485,New York,70010
50309,06-28-2020,2807,7681,756765,Ohio,0
12994,06-28-2020,385,1456,326015,Oklahoma,9397
171182,06-28-2020,14975,19841,1387833,New Jersey,30092
5319,06-29-2020,91,312,86345,Idaho,3898
143514,06-29-2020,7103,0,1572949,Illinois,0
45228,06-29-2020,2624,7024,476519,Indiana,34348
14443,06-29-2020,270,1152,176725,Kansas,794
70223,06-29-2020,6161,0,1029375,Michigan,51099
57081,06-29-2020,3199,0,704637,Louisiana,42225
108768,06-29-2020,8095,11345,842287,Massachusetts,93157
67254,06-29-2020,3175,10822,529313,Maryland,4979
3219,06-29-2020,105,347,93523,Maine,2623
28782,06-29-2020,708,0,300845,Iowa,17851
15347,06-29-2020,560,2602,361441,Kentucky,3939
899,06-29-2020,18,111,77155,Hawaii,719
32307,06-29-2020,1482,5401,319565,Colorado,4459
79417,06-29-2020,2784,10824,823117,Georgia,0
146341,06-29-2020,3546,14651,1912743,Florida,0
11376,06-29-2020,507,0,109931,Delaware,6665
10292,06-29-2020,551,0,95360,District of Columbia,1200
46362,06-29-2020,4320,10268,444976,Connecticut,8053
216550,06-29-2020,5936,0,4061692,California,0
74533,06-29-2020,1588,4634,511423,Arizona,9179
0,06-29-2020,0,0,696,American Samoa,0
20257,06-29-2020,265,1380,302536,Arkansas,14066
37175,06-29-2020,929,2725,393293,Alabama,18866
904,06-29-2020,14,0,108709,Alaska,525
35861,06-29-2020,1470,4031,592955,Minnesota,31225
255,06-29-2020,5,0,12914,Guam,179
21043,06-29-2020,998,0,367406,Missouri,0
30,06-29-2020,2,0,8217,Northern Mariana Islands,19
26567,06-29-2020,1059,3115,283522,Mississippi,19388
2870,06-29-2020,93,0,169655,West Virginia,2196
31033,06-29-2020,784,3407,558392,Wisconsin,22217
31752,06-29-2020,1310,4275,534443,Washington,0
1208,06-29-2020,56,0,64993,Vermont,949
81,06-29-2020,6,0,2827,Virgin Islands,71
62189,06-29-2020,1740,8823,636372,Virginia,8023
21664,06-29-2020,168,1417,333905,Utah,12205
153011,06-29-2020,2403,0,1819189,Texas,81335
42297,06-29-2020,592,2599,777206,Tennessee,26962
6716,06-29-2020,91,657,79457,South Dakota,5818
34644,06-29-2020,720,2622,369305,South Carolina,13456
16764,06-29-2020,946,1995,238520,Rhode Island,1627
7250,06-29-2020,153,0,7250,Puerto Rico,0
1450,06-29-2020,20,112,31856,Wyoming,1070
8485,06-29-2020,204,1025,235133,Oregon,2700
919,06-29-2020,22,100,88743,Montana,609
63484,06-29-2020,1325,0,886305,North Carolina,45538
3539,06-29-2020,77,227,105691,North Dakota,3163
85988,06-29-2020,6614,0,752889,Pennsylvania,67070
5760,06-29-2020,367,565,118298,New Hampshire,4435
18899,06-29-2020,267,1316,175272,Nebraska,13322
11809,06-29-2020,492,1865,331048,New Mexico,5264
17894,06-29-2020,504,0,273017,Nevada,689
392930,06-29-2020,24842,89995,3862913,New York,70435
51046,06-29-2020,2818,7746,774382,Ohio,0
13172,06-29-2020,385,1489,326193,Oklahoma,9587
171272,06-29-2020,14992,19847,1403984,New Jersey,30163
5752,06-30-2020,91,322,89303,Idaho,4073
144238,06-30-2020,7124,0,1604018,Illinois,0
45594,06-30-2020,2640,7065,484196,Indiana,34646
14443,06-30-2020,270,1152,176725,Kansas,794
70728,06-30-2020,6193,0,1045057,Michigan,51099
58095,06-30-2020,3221,0,728511,Louisiana,42225
108882,06-30-2020,8054,11337,848141,Massachusetts,93157
67559,06-30-2020,3190,10844,535855,Maryland,4982
3253,06-30-2020,105,348,94952,Maine,2646
29007,06-30-2020,715,0,304188,Iowa,23212
15624,06-30-2020,565,2621,370934,Kentucky,3990
900,06-30-2020,18,111,77743,Hawaii,722
32511,06-30-2020,1508,5442,323857,Colorado,4479
81291,06-30-2020,2805,11051,833878,Georgia,0
152434,06-30-2020,3604,14879,1944995,Florida,0
11474,06-30-2020,509,0,110881,Delaware,6667
10327,06-30-2020,551,0,97295,District of Columbia,1270
46514,06-30-2020,4322,10268,466394,Connecticut,8053
222917,06-30-2020,5980,0,4167139,California,0
79215,06-30-2020,1632,4736,532356,Arizona,9411
0,06-30-2020,0,0,696,American Samoa,0
20777,06-30-2020,270,1413,311203,Arkansas,14531
38045,06-30-2020,950,2769,406652,Alabama,18866
940,06-30-2020,14,0,112185,Alaska,526
36303,06-30-2020,1476,4054,605316,Minnesota,31601
259,06-30-2020,5,0,13315,Guam,179
21551,06-30-2020,1015,0,373007,Missouri,0
30,06-30-2020,2,0,8217,Northern Mariana Islands,19
27247,06-30-2020,1073,3156,299691,Mississippi,19388
2905,06-30-2020,93,0,171764,West Virginia,2272
31662,06-30-2020,784,3446,571201,Wisconsin,22587
32253,06-30-2020,1320,4323,548220,Washington,0
1208,06-30-2020,56,0,65764,Vermont,953
84,06-30-2020,6,0,2903,Virgin Islands,73
62787,06-30-2020,1763,8982,645034,Virginia,8080
22217,06-30-2020,172,1444,340753,Utah,12398
1487,06-30-2020,20,117,33672,Wyoming,1097
43509,06-30-2020,604,2665,793127,Tennessee,27599
6764,06-30-2020,91,666,80088,South Dakota,5872
36399,06-30-2020,739,2854,380572,South Carolina,15471
16813,06-30-2020,950,2001,242282,Rhode Island,1631
7465,06-30-2020,153,0,7465,Puerto Rico,0
159986,06-30-2020,2424,0,1869282,Texas,84818
8656,06-30-2020,207,1038,237634,Oregon,2722
86606,06-30-2020,6649,0,764187,Pennsylvania,67552
967,06-30-2020,22,101,90861,Montana,642
64670,06-30-2020,1343,0,910033,North Carolina,45538
3576,06-30-2020,78,231,106122,North Dakota,3195
5760,06-30-2020,367,565,118298,New Hampshire,4435
19042,06-30-2020,269,1330,178157,Nebraska,13547
11982,06-30-2020,493,1876,337720,New Mexico,5296
18456,06-30-2020,507,0,277568,Nevada,689
393454,06-30-2020,24855,89995,3914938,New York,70487
51789,06-30-2020,2863,7839,787929,Ohio,0
13757,06-30-2020,387,1520,341597,Oklahoma,10085
171667,06-30-2020,15035,19847,1422374,New Jersey,30213
45952,07-01-2020,2650,7095,489716,Indiana,35025
29451,07-01-2020,717,0,309790,Iowa,23607
6117,07-01-2020,92,330,91040,Idaho,4233
145066,07-01-2020,7152,0,1637108,Illinois,0
14990,07-01-2020,272,1152,183173,Kansas,834
71089,07-01-2020,6198,0,1061859,Michigan,51099
60178,07-01-2020,3238,0,752088,Louisiana,43026
109143,07-01-2020,8081,11352,858435,Massachusetts,93157
67918,07-01-2020,3205,10902,542604,Maryland,5001
3294,07-01-2020,105,351,97241,Maine,2671
15842,07-01-2020,572,2635,377090,Kentucky,4052
917,07-01-2020,18,113,79058,Hawaii,736
978,07-01-2020,14,0,114400,Alaska,528
84237,07-01-2020,2827,11275,855038,Georgia,0
158997,07-01-2020,3650,15125,1980354,Florida,0
11510,07-01-2020,509,0,111384,Delaware,6676
10365,07-01-2020,553,0,100035,District of Columbia,1451
46572,07-01-2020,4324,10268,477841,Connecticut,8053
32715,07-01-2020,1520,5489,327503,Colorado,4502
232657,07-01-2020,6090,0,4254176,California,0
84092,07-01-2020,1720,4837,549596,Arizona,9715
0,07-01-2020,0,0,696,American Samoa,0
21197,07-01-2020,277,1448,314858,Arkansas,15163
38962,07-01-2020,972,2803,413953,Alabama,18866
36716,07-01-2020,1482,4081,617107,Minnesota,31947
267,07-01-2020,5,0,13784,Guam,179
21927,07-01-2020,1017,0,389740,Missouri,0
87242,07-01-2020,6649,0,776804,Pennsylvania,68048
27900,07-01-2020,1082,3177,293752,Mississippi,19388
1514,07-01-2020,20,117,33699,Wyoming,1119
2932,07-01-2020,93,0,173352,West Virginia,2284
32225,07-01-2020,793,3482,583832,Wisconsin,23089
32824,07-01-2020,1332,4361,557275,Washington,0
1210,07-01-2020,56,0,66292,Vermont,961
90,07-01-2020,6,0,2966,Virgin Islands,73
63203,07-01-2020,1786,9023,658633,Virginia,8131
22716,07-01-2020,173,1476,343358,Utah,12707
168062,07-01-2020,2481,0,1921948,Texas,87556
45315,07-01-2020,609,2715,817886,Tennessee,28283
6826,07-01-2020,93,674,80943,South Dakota,5933
37919,07-01-2020,766,2854,389872,South Carolina,15471
16853,07-01-2020,956,2007,244215,Rhode Island,1638
30,07-01-2020,2,0,8217,Northern Mariana Islands,19
8931,07-01-2020,208,1055,243360,Oregon,2722
1016,07-01-2020,22,105,93330,Montana,658
66513,07-01-2020,1373,0,942238,North Carolina,45538
3615,07-01-2020,78,234,107226,North Dakota,3210
7537,07-01-2020,153,0,7537,Puerto Rico,0
5782,07-01-2020,371,565,119169,New Hampshire,4463
19177,07-01-2020,274,1330,180608,Nebraska,13737
12147,07-01-2020,497,1902,344181,New Mexico,5393
19101,07-01-2020,511,0,284096,Nevada,714
394079,07-01-2020,24866,89995,3971648,New York,70590
52865,07-01-2020,2876,7911,792005,Ohio,0
14112,07-01-2020,389,1553,346313,Oklahoma,10605
171928,07-01-2020,15078,20054,1442937,New Jersey,30300
6370,07-02-2020,92,340,95121,Idaho,4393
145935,07-02-2020,7188,0,1667370,Illinois,0
46387,07-02-2020,2662,7139,496835,Indiana,35405
14990,07-02-2020,272,1195,183173,Kansas,834
71678,07-02-2020,6212,0,1085137,Michigan,51099
61561,07-02-2020,3255,0,767374,Louisiana,43026
109338,07-02-2020,8132,11392,866258,Massachusetts,93157
68423,07-02-2020,3212,10939,553175,Maryland,5013
3328,07-02-2020,105,354,100817,Maine,2698
30209,07-02-2020,718,0,317538,Iowa,23993
16079,07-02-2020,581,2662,385794,Kentucky,4726
926,07-02-2020,18,116,80290,Hawaii,741
33029,07-02-2020,1520,5513,333255,Colorado,4524
87709,07-02-2020,2849,11500,883239,Georgia,0
169106,07-02-2020,3718,15454,2032183,Florida,0
11731,07-02-2020,510,0,114918,Delaware,6678
10390,07-02-2020,554,0,101063,District of Columbia,1465
46646,07-02-2020,4326,10411,489206,Connecticut,8210
240195,07-02-2020,6163,0,4338718,California,0
87425,07-02-2020,1757,4916,560839,Arizona,10137
0,07-02-2020,0,0,696,American Samoa,0
22075,07-02-2020,279,1477,323987,Arkansas,15698
40111,07-02-2020,985,2835,419728,Alabama,22082
1017,07-02-2020,14,0,115909,Alaska,535
37210,07-02-2020,1495,4112,630427,Minnesota,32163
280,07-02-2020,5,0,13933,Guam,179
22283,07-02-2020,1022,0,397318,Missouri,0
30,07-02-2020,2,0,8217,Northern Mariana Islands,19
28770,07-02-2020,1092,3208,299039,Mississippi,19388
3053,07-02-2020,93,0,178341,West Virginia,2380
32809,07-02-2020,800,3519,596755,Wisconsin,23527
33435,07-02-2020,1339,4402,571964,Washington,0
1227,07-02-2020,56,0,67341,Vermont,960
92,07-02-2020,6,0,3016,Virgin Islands,75
63735,07-02-2020,1816,9384,674256,Virginia,8496
23270,07-02-2020,176,1505,346386,Utah,13076
1550,07-02-2020,20,119,35243,Wyoming,1139
46890,07-02-2020,620,2775,838454,Tennessee,28938
6893,07-02-2020,97,683,81941,South Dakota,5982
39701,07-02-2020,784,2854,401401,South Carolina,15471
16941,07-02-2020,959,2011,248268,Rhode Island,1644
7608,07-02-2020,153,0,7608,Puerto Rico,0
175977,07-02-2020,2525,0,1975803,Texas,90720
9294,07-02-2020,209,1069,251054,Oregon,2759
88074,07-02-2020,6712,0,790273,Pennsylvania,68697
1083,07-02-2020,22,106,95149,Montana,672
68142,07-02-2020,1391,0,971120,North Carolina,45538
3657,07-02-2020,78,234,108195,North Dakota,3235
5802,07-02-2020,373,565,120307,New Hampshire,4491
19310,07-02-2020,276,1343,182662,Nebraska,13807
12276,07-02-2020,500,1928,350060,New Mexico,5514
19733,07-02-2020,525,0,284728,Nevada,727
394954,07-02-2020,24877,89995,4041593,New York,70698
52865,07-02-2020,2876,7911,792005,Ohio,38987
14539,07-02-2020,395,1615,353050,Oklahoma,11048
172356,07-02-2020,15107,20141,1463913,New Jersey,30383
46915,07-03-2020,2681,7175,504153,Indiana,35756
30429,07-03-2020,720,0,321461,Iowa,24338
6593,07-03-2020,92,350,98709,Idaho,2801
146872,07-03-2020,7215,0,1701757,Illinois,0
15919,07-03-2020,277,1219,191561,Kansas,842
72175,07-03-2020,6215,0,1108265,Michigan,51099
63289,07-03-2020,3278,0,784142,Louisiana,43026
109628,07-03-2020,8149,11436,877780,Massachusetts,93157
68961,07-03-2020,3223,10973,563834,Maryland,5023
3373,07-03-2020,105,358,103449,Maine,2731
16376,07-03-2020,585,2685,395647,Kentucky,4747
946,07-03-2020,18,116,81618,Hawaii,746
1063,07-03-2020,15,0,120208,Alaska,539
90493,07-03-2020,2856,11653,901217,Georgia,0
178594,07-03-2020,3785,15795,2081360,Florida,0
11923,07-03-2020,512,0,118343,Delaware,6692
10435,07-03-2020,555,0,102809,District of Columbia,1497
46717,07-03-2020,4335,10411,499669,Connecticut,8210
33352,07-03-2020,1521,5527,340290,Colorado,4541
248235,07-03-2020,6263,0,4448176,California,0
91858,07-03-2020,1788,5018,578381,Arizona,10478
0,07-03-2020,0,0,696,American Samoa,0
22622,07-03-2020,281,1517,331237,Arkansas,16164
41865,07-03-2020,1006,2883,430631,Alabama,22082
37624,07-03-2020,1503,4139,645172,Minnesota,32347
286,07-03-2020,5,0,14549,Guam,179
22830,07-03-2020,1026,0,404959,Missouri,0
88741,07-03-2020,6746,0,804144,Pennsylvania,69217
28770,07-03-2020,1092,3208,299039,Mississippi,19388
1582,07-03-2020,20,119,35275,Wyoming,1154
3126,07-03-2020,93,0,180702,West Virginia,2396
33431,07-03-2020,803,3555,606984,Wisconsin,24043
34151,07-03-2020,1342,4442,584989,Washington,0
1236,07-03-2020,56,0,68395,Vermont,967
98,07-03-2020,6,0,3061,Virgin Islands,75
64393,07-03-2020,1845,9529,688360,Virginia,8711
31,07-03-2020,2,0,8218,Northern Mariana Islands,19
183532,07-03-2020,2575,0,2013906,Texas,93572
48712,07-03-2020,633,2825,862489,Tennessee,29591
6978,07-03-2020,97,687,82993,South Dakota,6049
41532,07-03-2020,793,2882,409032,South Carolina,16994
16991,07-03-2020,960,2019,250954,Rhode Island,1657
23866,07-03-2020,181,1529,356636,Utah,13408
9294,07-03-2020,209,1069,251054,Oregon,2759
7683,07-03-2020,154,0,7683,Puerto Rico,0
1128,07-03-2020,23,109,97503,Montana,678
70241,07-03-2020,1392,0,999293,North Carolina,45538
3722,07-03-2020,89,237,110574,North Dakota,3266
5822,07-03-2020,375,567,122187,New Hampshire,4508
19452,07-03-2020,282,1353,184134,Nebraska,14022
12520,07-03-2020,503,1945,356637,New Mexico,5627
20718,07-03-2020,528,0,293685,Nevada,727
395872,07-03-2020,24885,89995,4107985,New York,70794
55257,07-03-2020,2903,8084,828157,Ohio,39423
15065,07-03-2020,398,1661,363854,Oklahoma,11519
172742,07-03-2020,15164,20214,1485501,New Jersey,30464
15919,07-04-2020,277,1219,191561,Kansas,842
6994,07-04-2020,93,355,101067,Idaho,2831
147734,07-04-2020,7224,0,1735593,Illinois,0
47432,07-04-2020,2687,7216,512288,Indiana,36076
16376,07-04-2020,585,2685,395647,Kentucky,4747
37624,07-04-2020,1503,4139,645172,Minnesota,32347
109838,07-04-2020,8172,11461,885767,Massachusetts,93157
69341,07-04-2020,3236,11034,573342,Maryland,5025
3397,07-04-2020,107,358,105945,Maine,2751
72581,07-04-2020,6218,0,1130154,Michigan,52841
63289,07-04-2020,3278,0,784142,Louisiana,43026
31041,07-04-2020,721,0,329011,Iowa,24604
42862,07-04-2020,1007,2906,442088,Alabama,22082
288,07-04-2020,5,0,14954,Guam,179
93319,07-04-2020,2857,11743,926359,Georgia,0
190052,07-04-2020,3803,16040,2146497,Florida,0
11996,07-04-2020,512,0,120693,Delaware,6711
10447,07-04-2020,557,0,104554,District of Columbia,1523
46717,07-04-2020,4335,10411,499669,Connecticut,8210
33619,07-04-2020,1521,5537,345754,Colorado,4557
254745,07-04-2020,6313,0,4553031,California,0
94553,07-04-2020,1805,5068,589508,Arizona,10903
0,07-04-2020,0,0,696,American Samoa,0
23209,07-04-2020,286,1536,338893,Arkansas,16726
23215,07-04-2020,1027,0,412261,Missouri,0
975,07-04-2020,19,118,83476,Hawaii,754
31,07-04-2020,2,0,8218,Northern Mariana Islands,19
89375,07-04-2020,6749,0,814823,Pennsylvania,69712
1167,07-04-2020,23,112,98950,Montana,678
1606,07-04-2020,20,119,35299,Wyoming,1169
3141,07-04-2020,94,0,181429,West Virginia,2402
34207,07-04-2020,803,3574,613844,Wisconsin,24491
34778,07-04-2020,1352,4463,599975,Washington,0
1238,07-04-2020,56,0,69397,Vermont,999
111,07-04-2020,6,0,3171,Virgin Islands,76
65109,07-04-2020,1849,9549,699229,Virginia,8741
24542,07-04-2020,181,1565,366716,Utah,13807
191790,07-04-2020,2608,0,2071809,Texas,97430
50140,07-04-2020,637,2860,878604,Tennessee,30043
7028,07-04-2020,97,689,83830,South Dakota,6062
43386,07-04-2020,813,2882,420693,South Carolina,16994
16991,07-04-2020,960,2019,250954,Rhode Island,1657
7787,07-04-2020,155,0,7787,Puerto Rico,0
9930,07-04-2020,213,1069,255026,Oregon,2759
15645,07-04-2020,398,1676,364434,Oklahoma,11965
56183,07-04-2020,2907,8111,848370,Ohio,39903
396598,07-04-2020,24896,89995,4170388,New York,70877
21575,07-04-2020,530,0,301229,Nevada,727
12776,07-04-2020,511,1970,363374,New Mexico,5802
173033,07-04-2020,15189,20233,1508548,New Jersey,30565
5857,07-04-2020,376,569,123749,New Hampshire,4597
19660,07-04-2020,284,1365,187588,Nebraska,14200
3779,07-04-2020,89,241,111928,North Dakota,3288
71654,07-04-2020,1395,0,1018296,North Carolina,45538
30674,07-04-2020,1107,3268,309915,Mississippi,19388
1111,07-04-2020,16,0,122732,Alaska,544
2,01-22-2020,0,0,2,United States,0
2,01-23-2020,0,0,2,United States,0
2,01-24-2020,0,0,2,United States,0
2,01-25-2020,0,0,2,United States,0
2,01-26-2020,0,0,2,United States,0
2,01-27-2020,0,0,2,United States,0
2,01-28-2020,0,0,2,United States,0
3,01-29-2020,0,0,3,United States,0
3,01-30-2020,0,0,3,United States,0
3,01-31-2020,0,0,3,United States,0
4,02-01-2020,0,0,4,United States,0
6,02-02-2020,0,0,6,United States,0
7,02-03-2020,0,0,7,United States,0
8,02-04-2020,0,0,8,United States,0
8,02-05-2020,0,0,8,United States,0
11,02-06-2020,0,0,11,United States,0
12,02-07-2020,0,0,12,United States,0
13,02-08-2020,0,0,13,United States,0
13,02-09-2020,0,0,13,United States,0
16,02-10-2020,0,0,16,United States,0
17,02-11-2020,0,0,17,United States,0
18,02-12-2020,0,0,18,United States,0
18,02-13-2020,0,0,18,United States,0
21,02-14-2020,0,0,21,United States,0
28,02-15-2020,0,0,28,United States,0
35,02-16-2020,0,0,35,United States,0
50,02-17-2020,0,0,50,United States,0
59,02-18-2020,0,0,59,United States,0
69,02-19-2020,0,0,69,United States,0
82,02-20-2020,0,0,82,United States,0
93,02-21-2020,0,0,93,United States,0
106,02-22-2020,0,0,106,United States,0
122,02-23-2020,0,0,122,United States,0
148,02-24-2020,0,0,148,United States,0
179,02-25-2020,0,0,179,United States,0
208,02-26-2020,2,0,208,United States,0
235,02-27-2020,2,0,235,United States,0
275,02-28-2020,4,0,275,United States,0
299,02-29-2020,5,0,316,United States,0
387,03-01-2020,8,0,399,United States,0
469,03-02-2020,11,0,592,United States,0
570,03-03-2020,14,0,840,United States,0
757,03-04-2020,16,4,1933,United States,0
909,03-05-2020,20,5,2551,United States,0
1051,03-06-2020,26,6,3327,United States,0
1271,03-07-2020,27,6,4119,United States,0
1538,03-08-2020,31,6,4975,United States,0
1904,03-09-2020,35,8,6732,United States,0
2344,03-10-2020,37,8,9226,United States,0
2873,03-11-2020,43,11,13048,United States,0
3547,03-12-2020,51,16,18313,United States,0
4575,03-13-2020,55,22,27487,United States,0
5496,03-14-2020,64,26,32073,United States,0
6746,03-15-2020,79,36,39695,United States,0
8314,03-16-2020,100,42,57564,United States,0
11918,03-17-2020,122,55,74817,United States,0
15088,03-18-2020,153,67,99906,United States,0
19753,03-19-2020,199,85,127846,United States,0
26005,03-20-2020,267,108,164458,United States,0
32888,03-21-2020,328,2020,209728,United States,0
42139,03-22-2020,471,3023,255000,United States,0
53588,03-23-2020,568,3937,313200,United States,0
64219,03-24-2020,799,5117,382155,United States,0
77072,03-25-2020,1031,7021,466418,United States,146
94720,03-26-2020,1342,9520,568049,United States,97
113771,03-27-2020,1743,12083,671554,United States,2418
133467,03-28-2020,2262,14508,778391,United States,3143
153072,03-29-2020,2778,17283,865938,United States,4052
174999,03-30-2020,3355,19819,984586,United States,4560
199707,03-31-2020,4216,23725,1096921,United States,5666
225457,04-01-2020,5204,27953,1205129,United States,7084
253478,04-02-2020,6353,32128,1324154,United States,8586
285374,04-03-2020,7612,36682,1456723,United States,10861
318586,04-04-2020,9052,41768,1685983,United States,12816
344070,04-05-2020,10337,45671,1805177,United States,14513
372961,04-06-2020,11591,48617,1956702,United States,16554
403585,04-07-2020,13547,51598,2111023,United States,18443
434066,04-08-2020,15491,55909,2258491,United States,21102
468483,04-09-2020,17463,59832,2428185,United States,24819
502718,04-10-2020,19518,64766,2585687,United States,28997
533333,04-11-2020,21500,67591,2724578,United States,31567
561204,04-12-2020,23130,70879,2863901,United States,34081
586461,04-13-2020,24702,75164,2997355,United States,35372
612100,04-14-2020,26989,78446,3149540,United States,39268
642369,04-15-2020,29475,82880,3287635,United States,43435
673209,04-16-2020,31616,85951,3451118,United States,48851
705222,04-17-2020,33693,89356,3610709,United States,53533
733204,04-18-2020,35530,92919,3756943,United States,62840
760609,04-19-2020,37263,95158,3910706,United States,67205
786446,04-20-2020,39028,97369,4056762,United States,69493
812761,04-21-2020,41457,100051,4209698,United States,72842
841669,04-22-2020,43522,103138,4533299,United States,92978
873455,04-23-2020,45286,105940,4726498,United States,96921
907651,04-24-2020,47151,108278,4962124,United States,101296
943677,04-25-2020,48865,110734,5239814,United States,112539
971091,04-26-2020,50053,112926,5446452,United States,116529
993136,04-27-2020,51290,116002,5642336,United States,121323
1018234,04-28-2020,53332,118081,5848645,United States,139041
1045414,04-29-2020,56024,121496,6087698,United States,147165
1075059,04-30-2020,58141,123786,6321585,United States,154648
1108139,05-01-2020,59894,133575,6617204,United States,163644
1137462,05-02-2020,61435,135606,6866084,United States,174987
1163236,05-03-2020,62641,137569,7102806,United States,179733
1185643,05-04-2020,63653,139220,7334611,United States,186752
1208070,05-05-2020,66098,141203,7606099,United States,189336
1233056,05-06-2020,68030,143322,7851591,United States,189425
1260600,05-07-2020,70770,147064,8153980,United States,194528
1288223,05-08-2020,72549,153956,8452856,United States,198459
1312957,05-09-2020,73981,155664,8744462,United States,211976
1334560,05-10-2020,75005,156719,9012502,United States,215591
1352797,05-11-2020,75892,157957,9395310,United States,232142
1375405,05-12-2020,77364,159536,9704002,United States,238857
1396623,05-13-2020,79060,161345,10023606,United States,243430
1423281,05-14-2020,80931,164551,10389204,United States,246414
1447962,05-15-2020,82433,165904,10748972,United States,250747
1472626,05-16-2020,83417,167760,11112578,United States,268376
1492912,05-17-2020,84263,168959,11486140,United States,272265
1513888,05-18-2020,85107,170116,11842261,United States,283178
1534682,05-19-2020,86432,171713,12243369,United States,289484
1556219,05-20-2020,87824,173709,12652098,United States,294312
1582778,05-21-2020,89212,178339,13074160,United States,298418
1607297,05-22-2020,90547,182385,13485368,United States,350135
1628995,05-23-2020,91607,183763,13876936,United States,361239
1649129,05-24-2020,92285,184684,14260169,United States,366736
1667857,05-25-2020,92840,185686,14681937,United States,379157
1684477,05-26-2020,93480,203006,14988651,United States,384902
1703872,05-27-2020,94798,204719,15298867,United States,391508
1726482,05-28-2020,96024,206349,15714182,United States,478099
1749967,05-29-2020,97203,208064,16205686,United States,484554
1773809,05-30-2020,98132,209488,16633470,United States,494569
1795481,05-31-2020,98781,210464,17032891,United States,522866
1815860,06-01-2020,99446,213260,17446139,United States,536339
1835856,06-02-2020,100405,214845,17866003,United States,541976
1856170,06-03-2020,101396,217100,18333968,United States,557366
1876998,06-04-2020,102284,214259,18796218,United States,569623
1900361,06-05-2020,103107,215699,19305684,United States,576327
1923399,06-06-2020,103834,216716,19788598,United States,585470
1942173,06-07-2020,104280,217401,20234941,United States,590988
1959341,06-08-2020,104940,218115,20638633,United States,603143
1976497,06-09-2020,105838,219642,21059096,United States,609476
1997261,06-10-2020,106723,221126,21488642,United States,618125
2019312,06-11-2020,107621,222493,21947721,United States,629017
2042793,06-12-2020,108393,223738,22542037,United States,636111
2067927,06-13-2020,109083,224843,23041865,United States,645331
2089167,06-14-2020,109436,225483,23520434,United States,650541
2107822,06-15-2020,109815,226002,23968173,United States,665059
2131460,06-16-2020,110548,227327,24435199,United States,672228
2155331,06-17-2020,111315,228457,24923950,United States,680916
2182843,06-18-2020,112019,229497,25441689,United States,690692
2213898,06-19-2020,112674,231110,26012935,United States,698119
2245856,06-20-2020,113302,231855,26579411,United States,708864
2273113,06-21-2020,113594,232369,27091589,United States,713537
2300193,06-22-2020,113877,233169,27556391,United States,731602
2333211,06-23-2020,114585,234426,28057805,United States,738952
2371917,06-24-2020,115309,235736,28570233,United States,747565
2410978,06-25-2020,117810,236993,29207820,United States,756719
2455351,06-26-2020,118446,238519,29810767,United States,763966
2498822,06-27-2020,118955,239576,30401644,United States,772465
2540983,06-28-2020,119226,240156,30988013,United States,778321
2577473,06-29-2020,119556,240826,31557407,United States,798360
2621831,06-30-2020,120152,242408,32206245,United States,813788
2674813,07-01-2020,120853,243846,32827359,United States,823151
2728497,07-02-2020,121523,245722,33492443,United States,875127
2786059,07-03-2020,122158,247284,34213497,United States,883561
2838465,07-04-2020,122464,248155,34858427,United States,894325
1,03-01-2020,0,0,1,US-Northeast,0
1,03-02-2020,0,0,1,US-Northeast,0
2,03-03-2020,0,0,8,US-Northeast,0
10,03-04-2020,0,0,79,US-Northeast,0
27,03-05-2020,0,0,136,US-Northeast,0
41,03-06-2020,0,0,170,US-Northeast,0
90,03-07-2020,0,0,258,US-Northeast,0
126,03-08-2020,0,0,377,US-Northeast,0
172,03-09-2020,0,0,450,US-Northeast,0
210,03-10-2020,0,0,576,US-Northeast,0
270,03-11-2020,1,0,843,US-Northeast,0
296,03-12-2020,1,0,1056,US-Northeast,0
569,03-13-2020,1,0,4234,US-Northeast,0
708,03-14-2020,1,0,4747,US-Northeast,0
1022,03-15-2020,5,0,7637,US-Northeast,0
1395,03-16-2020,9,0,9882,US-Northeast,0
2313,03-17-2020,10,0,13261,US-Northeast,0
3289,03-18-2020,20,0,22481,US-Northeast,0
5568,03-19-2020,26,0,33083,US-Northeast,0
8967,03-20-2020,57,0,46295,US-Northeast,0
12920,03-21-2020,75,1592,64145,US-Northeast,0
18644,03-22-2020,154,2425,84109,US-Northeast,0
25844,03-23-2020,179,3204,109292,US-Northeast,0
32344,03-24-2020,307,4146,139543,US-Northeast,0
39503,03-25-2020,419,5242,165523,US-Northeast,7
49793,03-26-2020,555,7159,202094,US-Northeast,16
60862,03-27-2020,745,9235,244859,US-Northeast,2069
