Admin2,City,Confirmed,Date,Deaths,Province_State,d10_Confirmed,d10_Deaths,d11_Confirmed,d11_Deaths,d12_Confirmed,d12_Deaths,d13_Confirmed,d13_Deaths,d14_Confirmed,d14_Deaths,d15_Confirmed,d15_Deaths,d16_Confirmed,d16_Deaths,d17_Confirmed,d17_Deaths,d18_Confirmed,d18_Deaths,d19_Confirmed,d19_Deaths,d1_Confirmed,d1_Deaths,d20_Confirmed,d20_Deaths,d21_Confirmed,d21_Deaths,d22_Confirmed,d22_Deaths,d23_Confirmed,d23_Deaths,d24_Confirmed,d24_Deaths,d25_Confirmed,d25_Deaths,d26_Confirmed,d26_Deaths,d27_Confirmed,d27_Deaths,d28_Confirmed,d28_Deaths,d2_Confirmed,d2_Deaths,d3_Confirmed,d3_Deaths,d4_Confirmed,d4_Deaths,d5_Confirmed,d5_Deaths,d6_Confirmed,d6_Deaths,d7_Confirmed,d7_Deaths,d8_Confirmed,d8_Deaths,d9_Confirmed,d9_Deaths,dWeek_Confirmed,dWeek_Deaths,dYesterday_Confirmed,dYesterday_Deaths,Population
Walker,,3141,11-08-2020,96,Alabama,28,0,19,0,18,0,14,1,29,0,22,0,17,-1,33,0,23,0,11,1,12,0,8,0,39,0,14,0,12,0,13,1,12,0,4,0,47,0,6,0,20,0,26,1,27,0,64,0,7,0,19,0,17,0,47,2,175.0,1.0,12,0,63521.0
Washington,,812,11-08-2020,12,Alabama,1,0,4,0,3,0,2,0,0,0,5,0,10,0,100,0,11,0,1,0,6,0,1,0,1,0,6,0,-1,0,2,0,2,0,4,0,1,0,1,0,5,0,7,0,7,0,8,0,3,0,2,0,6,0,9,0,38.0,0.0,6,0,16326.0
Wilcox,,591,11-08-2020,12,Alabama,1,0,0,0,1,0,0,0,2,0,1,0,3,0,2,0,3,0,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,0,5,0,1,0,2,0,1,0,3,0,1,0,15.0,0.0,2,0,10373.0
Winston,,1039,11-08-2020,14,Alabama,6,0,4,0,3,0,3,0,8,0,7,0,3,0,6,0,7,0,2,0,13,0,5,0,13,0,4,0,12,0,5,0,9,0,7,1,16,0,7,0,7,1,9,0,8,0,14,0,3,0,4,0,17,0,11,0,58.0,1.0,13,0,23629.0
Aleutians East,,19,11-08-2020,0,Alaska,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3.0,0.0,0,0,3337.0
Aleutians West,,103,11-08-2020,0,Alaska,0,0,1,0,1,0,92,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.0,0.0,0,0,5634.0
Anchorage,,10209,11-08-2020,51,Alaska,197,2,160,4,180,0,396,1,156,0,209,0,185,0,156,0,65,0,143,1,295,0,114,0,93,0,100,0,107,1,111,-1,78,0,102,3,69,0,108,0,340,0,321,0,165,0,166,0,188,0,176,1,159,0,250,1,1651.0,1.0,295,0,
Bethel,,672,11-08-2020,1,Alaska,20,0,15,0,7,0,18,0,2,0,20,0,34,0,19,0,39,0,1,0,28,0,11,1,5,0,19,0,5,0,15,-1,25,0,1,0,4,0,3,0,27,0,32,0,40,0,21,0,25,0,13,0,9,0,33,0,186.0,0.0,28,0,18386.0
Bristol Bay,,0,11-08-2020,0,Alaska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,836.0
Bristol Bay plus Lake and Peninsula,,117,11-08-2020,0,Alaska,2,0,1,0,2,0,67,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,4.0,0.0,1,0,
Denali,,33,11-08-2020,0,Alaska,0,0,0,0,0,0,9,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.0,0.0,0,0,2097.0
Dillingham,,70,11-08-2020,0,Alaska,1,0,0,0,5,0,25,0,2,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,9.0,0.0,3,0,4916.0
Fairbanks North Star,,2533,11-08-2020,16,Alaska,21,0,26,1,33,0,129,1,45,0,79,0,28,0,22,0,5,0,11,0,28,0,19,0,60,0,35,0,29,1,32,1,20,0,13,0,27,0,47,0,29,0,5,0,24,0,53,0,42,0,55,0,36,1,41,0,236.0,0.0,28,0,96849.0
Haines,,15,11-08-2020,0,Alaska,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,0.0,0,0,2530.0
Juneau,,655,11-08-2020,3,Alaska,17,0,9,0,7,0,101,0,8,0,35,0,6,0,7,0,3,0,3,0,3,0,5,0,4,0,5,0,12,0,8,0,3,0,5,1,5,0,3,0,10,0,11,0,3,0,14,0,20,0,4,0,10,0,12,0,65.0,0.0,3,0,
Kenai Peninsula,,1362,11-08-2020,4,Alaska,39,0,41,0,33,1,211,0,37,0,38,0,19,0,14,0,13,0,15,0,57,0,16,0,11,0,15,0,8,-1,3,1,3,0,5,0,15,0,1,0,50,0,39,0,14,0,43,0,21,0,14,0,28,0,41,0,238.0,0.0,57,0,58708.0
Ketchikan Gateway,,134,11-08-2020,0,Alaska,2,0,3,0,-1,0,20,0,1,0,1,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,12,0,7,0,5,0,1,0,0,0,2,0,4,0,1,0,44.0,0.0,17,0,13901.0
Kodiak Island,,143,11-08-2020,0,Alaska,1,0,13,0,0,0,45,0,1,0,2,0,0,0,1,0,0,0,1,0,6,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,6,0,0,0,0,0,4,0,8,0,19.0,0.0,6,0,12998.0
Kusilvak,,327,11-08-2020,0,Alaska,0,0,15,0,1,0,16,0,9,0,19,0,56,0,11,0,68,0,0,0,9,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,3,0,22,0,12,0,5,0,1,0,19,0,9,0,11,0,15,0,77.0,0.0,9,0,8314.0
Matanuska-Susitna,,1946,11-08-2020,3,Alaska,64,1,68,0,76,0,80,0,80,0,75,0,34,0,33,0,26,0,16,0,49,0,23,-1,16,0,22,0,23,0,18,1,12,0,3,0,12,0,10,0,74,0,72,0,36,0,83,0,44,0,68,0,67,0,21,0,426.0,0.0,49,0,108317.0
Nome,,153,11-08-2020,0,Alaska,1,0,-1,0,0,0,8,0,0,0,3,0,1,0,1,0,8,0,3,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,3,0,2,0,2,0,2,0,1,0,3,0,1,0,4,0,15.0,0.0,2,0,10004.0
North Slope,,319,11-08-2020,0,Alaska,2,0,4,0,1,0,30,0,1,0,7,0,1,0,10,0,2,0,4,0,7,0,6,0,1,0,6,0,5,0,13,0,2,0,4,0,9,0,6,0,7,0,9,0,8,0,2,0,5,0,0,0,6,0,2,0,38.0,0.0,7,0,9832.0
Northwest Arctic,,284,11-08-2020,0,Alaska,5,0,2,0,5,0,14,0,1,0,9,0,4,0,3,0,0,0,1,0,2,0,3,0,0,0,8,0,0,0,4,0,4,0,4,0,4,0,7,0,3,0,1,0,0,0,5,0,12,0,3,0,1,0,7,0,26.0,0.0,2,0,7621.0
Petersburg,,21,11-08-2020,1,Alaska,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0,0,3266.0
Prince of Wales-Hyder,,40,11-08-2020,1,Alaska,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0,0.0,2,0,6203.0
Sitka,,98,11-08-2020,0,Alaska,2,0,2,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,4,0,1,0,5,0,1,0,0,0,0,0,3,0,16.0,0.0,1,0,
Skagway,,7,11-08-2020,0,Alaska,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1.0,0.0,0,0,
Southeast Fairbanks,,105,11-08-2020,1,Alaska,2,1,5,0,4,0,15,0,3,0,5,0,0,0,0,0,1,0,2,0,4,0,0,0,0,0,4,0,7,0,1,0,2,0,0,0,0,0,0,0,4,0,2,0,1,0,2,0,2,0,0,0,3,0,2,0,15.0,0.0,4,0,6893.0
Unassigned,,81,11-08-2020,0,Alaska,4,0,-4,0,2,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-22,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,4,0,2,0,2,0,1,0,4,0,0,0,13.0,0.0,1,0,
Valdez-Cordova,,196,11-08-2020,1,Alaska,5,0,1,0,0,0,51,0,1,0,4,0,1,0,0,0,2,0,2,0,4,0,3,0,1,0,0,0,0,0,5,0,1,1,0,0,3,0,1,0,7,0,2,0,3,0,2,0,2,0,0,0,6,0,1,0,20.0,0.0,4,0,9202.0
Wrangell,,19,11-08-2020,0,Alaska,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,
Yakutat,,38,11-08-2020,0,Alaska,0,0,0,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1.0,0.0,1,0,
Yukon-Koyukuk,,127,11-08-2020,2,Alaska,0,0,4,0,0,0,5,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,3,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2,0,2,0,0,0,2,0,7.0,0.0,0,0,5230.0
Apache,,4127,11-08-2020,184,Arizona,27,1,31,0,44,0,5,0,11,0,20,1,28,0,1,0,15,0,12,0,0,1,17,0,1,0,1,1,28,0,9,0,8,1,26,0,2,0,0,0,16,3,45,1,12,1,12,4,36,3,3,0,0,0,11,1,124.0,13.0,0,1,71887.0
Cochise,,2384,11-08-2020,76,Arizona,22,0,21,0,25,2,4,0,-1,0,17,0,7,0,5,0,18,0,13,0,3,0,28,0,2,0,7,0,10,0,10,0,19,0,14,0,7,0,0,0,50,0,24,0,35,0,16,1,51,0,0,0,1,0,11,0,179.0,1.0,3,0,125922.0
Coconino,,5846,11-08-2020,151,Arizona,58,0,78,1,44,1,31,0,22,0,77,0,66,0,37,0,74,0,25,0,73,0,43,0,25,0,37,0,41,0,14,2,66,0,34,0,31,0,16,0,105,0,62,2,108,0,28,0,41,0,24,0,30,0,74,0,441.0,2.0,73,0,143476.0
Gila,,2168,11-08-2020,75,Arizona,20,0,31,0,7,0,44,0,2,0,20,1,11,-1,18,3,35,1,5,1,26,1,24,0,7,0,16,1,31,1,61,1,36,1,60,0,12,0,0,0,50,1,11,0,34,1,13,0,42,0,3,0,6,0,18,2,179.0,3.0,26,1,54018.0
Graham,,1434,11-08-2020,31,Arizona,27,0,12,0,23,0,11,0,31,0,10,0,5,1,22,0,20,0,10,0,26,0,15,0,10,0,6,0,15,1,30,0,14,0,12,0,9,0,2,0,44,0,21,0,23,0,13,0,24,2,2,0,35,0,22,1,153.0,2.0,26,0,38837.0
Greenlee,,116,11-08-2020,2,Arizona,0,1,0,0,-2,0,1,0,0,0,2,0,0,0,16,0,2,0,0,0,7,0,11,0,-1,0,0,0,4,-1,-2,1,4,0,2,0,2,0,0,0,2,0,1,0,0,0,2,0,0,1,0,0,2,0,1,-1,12.0,1.0,7,0,9498.0
La Paz,,646,11-08-2020,18,Arizona,4,0,2,0,2,0,3,0,0,0,2,0,0,1,1,0,4,0,0,0,7,0,16,0,1,0,0,0,8,0,4,0,2,0,3,0,1,0,3,0,3,0,1,0,2,0,3,0,2,1,0,0,1,0,3,0,18.0,1.0,7,0,21108.0
Maricopa,Phoenix,166850,11-08-2020,3709,Arizona,992,11,785,7,493,2,736,16,540,1,1005,2,482,2,594,0,574,4,646,13,1148,10,601,7,560,2,518,-2,590,12,460,11,601,14,541,4,436,5,296,0,1433,17,1311,10,1370,14,434,26,970,23,403,3,1020,0,1033,29,7069.0,103.0,1148,10,4485414.0
Mohave,,4740,11-08-2020,240,Arizona,24,0,31,1,27,0,41,0,0,0,6,0,22,0,10,0,11,0,12,1,18,0,29,0,-1,0,5,0,22,0,18,1,17,0,25,0,7,0,0,0,75,0,51,3,46,1,12,1,85,1,0,0,13,0,45,3,287.0,6.0,18,0,212181.0
Navajo,,6803,11-08-2020,258,Arizona,42,0,70,1,33,1,0,0,-3,0,46,0,26,0,20,2,21,0,48,0,19,2,49,0,4,0,-40,0,0,0,16,0,161,0,36,0,13,0,12,0,45,2,74,2,47,7,39,2,34,2,7,0,44,0,42,1,265.0,17.0,19,2,110924.0
Out of AZ,,0,11-08-2020,0,Arizona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
Pima,Tucson,30419,11-08-2020,659,Arizona,229,1,105,2,259,0,128,0,91,0,67,0,120,1,89,0,80,0,109,1,353,1,64,0,44,0,68,1,74,0,42,0,95,0,116,0,51,2,63,0,302,5,308,3,165,3,150,1,227,5,90,0,226,0,302,2,1595.0,18.0,353,1,1047279.0
Pinal,,12805,11-08-2020,231,Arizona,21,1,64,1,41,7,89,0,43,0,11,0,51,0,55,0,45,0,62,1,37,0,97,0,45,1,27,0,65,2,39,0,51,0,29,1,47,0,52,0,244,1,14,0,149,0,49,2,102,0,36,0,57,0,159,2,631.0,3.0,37,0,462789.0
Santa Cruz,,3130,11-08-2020,66,Arizona,16,0,17,0,9,0,14,0,3,0,6,0,4,0,1,0,6,0,4,0,20,0,1,0,7,0,8,1,5,0,1,0,14,0,-1,0,7,0,6,0,7,0,18,1,5,0,2,0,12,0,1,0,21,0,7,0,65.0,1.0,20,0,46498.0
Unassigned,,0,11-08-2020,0,Arizona,0,-1,0,0,-1,0,1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,-1,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,1,0.0,-1.0,0,0,
Yavapai,,3284,11-08-2020,101,Arizona,21,2,22,0,20,1,26,0,0,0,19,1,10,0,23,0,27,0,16,0,8,2,22,0,0,0,10,0,13,1,5,0,21,0,6,0,15,1,0,0,138,7,4,0,21,0,11,1,23,0,50,0,7,0,40,0,255.0,10.0,8,2,235099.0
Yuma,,14512,11-08-2020,363,Arizona,62,0,46,0,19,0,24,0,62,0,84,0,58,0,83,1,62,0,13,0,135,0,23,0,44,0,27,1,67,1,31,2,4,1,-1,0,43,0,25,0,107,2,51,0,118,1,30,1,30,1,47,0,64,0,133,4,518.0,5.0,135,0,213787.0
Arkansas,,778,11-08-2020,20,Arkansas,8,0,16,0,3,0,5,0,6,1,7,0,6,2,15,1,15,0,13,1,6,0,0,0,4,0,3,0,5,0,12,0,4,0,9,0,7,0,9,-1,6,0,6,0,16,0,10,0,6,1,2,2,17,1,9,0,52.0,3.0,6,0,17486.0
Ashley,,617,11-08-2020,13,Arkansas,7,0,5,0,8,0,2,0,1,0,5,0,8,0,8,0,8,0,4,-1,0,0,2,0,3,0,0,0,3,0,4,0,3,0,4,0,3,0,5,0,12,0,11,0,8,0,6,0,4,2,3,0,10,0,4,0,44.0,2.0,0,0,19657.0
Baxter,,916,11-08-2020,13,Arkansas,17,0,18,1,9,0,10,1,9,0,6,0,24,0,20,2,11,0,22,0,10,0,14,0,2,0,18,0,14,0,12,2,16,0,15,0,6,1,4,0,26,1,32,0,24,0,23,1,16,0,9,0,27,0,37,0,140.0,2.0,10,0,41932.0
Benton,,9508,11-08-2020,130,Arkansas,101,-1,78,2,85,1,79,0,33,1,32,1,107,2,75,0,94,2,59,0,78,1,66,2,33,0,41,7,46,1,67,0,97,0,60,0,55,0,36,-1,204,0,166,2,222,1,91,-1,96,0,32,2,110,2,68,3,889.0,5.0,78,1,279141.0
Boone,,1197,11-08-2020,38,Arkansas,19,0,12,1,5,1,8,1,7,1,5,1,23,0,18,1,7,0,13,0,6,0,8,0,0,0,4,1,7,1,28,0,13,0,12,1,5,0,2,0,26,0,20,0,15,0,16,1,10,0,5,1,11,1,12,0,98.0,2.0,6,0,37432.0
Bradley,,383,11-08-2020,8,Arkansas,0,0,2,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0,5,0,0,0,2,0,2,0,1,0,1,0,4,0,0,0,0,0,0,0,1,0,1,0,2,0,4,0,1,0,1,0,1,0,0,0,0,0,10.0,0.0,0,0,10763.0
Calhoun,,79,11-08-2020,0,Arkansas,1,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,1,0,2,0,3,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,3,0,11,0,0,0,0,0,1,0,2,0,3,0,20.0,0.0,3,0,5189.0
Carroll,,1094,11-08-2020,20,Arkansas,14,0,7,1,7,1,8,0,5,2,3,0,7,0,7,1,15,0,11,0,1,0,7,0,10,0,3,0,3,0,14,0,14,0,14,0,9,0,12,0,6,1,17,0,6,0,8,0,5,0,2,0,10,2,11,0,45.0,1.0,1,0,28380.0
Chicot,,1065,11-08-2020,23,Arkansas,1,0,0,0,3,1,1,0,0,0,0,0,6,0,2,0,3,0,6,0,3,0,1,0,1,0,1,0,2,0,2,0,3,0,4,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,9.0,0.0,3,0,10118.0
Clark,,602,11-08-2020,6,Arkansas,5,0,5,0,4,0,2,0,2,0,2,0,7,1,4,0,5,0,4,0,7,0,4,0,4,0,0,0,11,-1,4,0,11,0,8,0,4,0,3,1,14,0,17,0,11,0,10,0,10,1,3,0,10,0,9,0,72.0,1.0,7,0,22320.0
Clay,,577,11-08-2020,16,Arkansas,3,0,3,1,3,0,8,-1,2,0,9,1,11,0,8,0,7,0,2,1,9,1,13,0,1,0,6,0,10,0,8,0,9,0,12,0,3,0,1,0,11,0,13,0,8,0,12,0,5,1,2,1,7,0,11,0,60.0,3.0,9,1,14551.0
Cleburne,,547,11-08-2020,18,Arkansas,7,0,1,0,1,0,6,0,1,0,0,0,6,0,6,0,3,1,3,0,3,0,3,0,2,0,3,0,18,0,4,0,7,0,4,0,4,0,2,2,4,0,6,1,18,0,10,0,4,1,2,0,25,1,5,0,47.0,2.0,3,0,24919.0
Cleveland,,281,11-08-2020,13,Arkansas,8,0,3,0,4,0,1,0,2,0,5,0,0,0,13,0,2,0,3,1,0,0,2,0,2,0,2,0,3,0,1,0,0,0,2,0,0,0,0,0,6,0,1,0,4,0,8,0,3,0,2,0,3,0,5,0,24.0,0.0,0,0,7956.0
Columbia,,805,11-08-2020,22,Arkansas,11,0,9,0,7,0,8,1,6,1,3,0,10,0,10,0,5,0,2,0,7,0,2,0,4,0,8,0,7,0,5,0,12,0,3,0,0,1,7,0,8,0,13,0,9,0,4,0,4,0,3,1,12,0,14,0,48.0,1.0,7,0,23457.0
Conway,,402,11-08-2020,4,Arkansas,1,0,3,0,3,0,2,0,2,0,1,0,0,0,3,0,4,0,4,0,1,0,1,0,0,0,1,0,2,0,2,0,6,0,4,0,3,0,3,0,11,0,8,0,15,0,7,0,-1,0,0,0,2,1,6,0,41.0,0.0,1,0,20846.0
Craighead,,5509,11-08-2020,55,Arkansas,53,0,63,3,39,0,72,2,40,3,60,1,51,1,72,0,81,0,54,2,57,1,42,0,46,0,34,1,57,1,72,2,89,0,74,0,44,2,34,1,124,0,135,2,76,2,112,0,33,0,34,2,117,0,122,0,571.0,7.0,57,1,110332.0
Crawford,,2376,11-08-2020,33,Arkansas,33,0,23,1,28,0,17,1,11,0,11,1,16,-1,44,0,16,0,16,1,19,1,27,-1,10,0,12,1,34,0,18,2,25,0,20,0,8,1,14,0,23,1,43,0,41,0,26,1,20,0,15,0,41,1,29,2,187.0,3.0,19,1,63257.0
Crittenden,,2705,11-08-2020,53,Arkansas,25,1,14,0,31,0,30,1,18,0,13,0,34,0,41,0,16,0,28,0,17,0,27,0,6,0,8,0,24,0,21,0,33,0,21,0,3,0,7,1,30,0,44,0,26,0,27,0,18,0,11,0,19,0,46,0,173.0,0.0,17,0,47955.0
Cross,,639,11-08-2020,23,Arkansas,5,0,5,0,6,0,8,0,2,0,8,0,7,0,5,0,3,0,3,0,0,0,7,1,6,1,3,0,3,0,11,1,3,0,3,0,9,1,3,0,4,0,6,0,-6,1,0,0,7,0,12,0,4,0,9,0,23.0,1.0,0,0,16419.0
Dallas,,198,11-08-2020,6,Arkansas,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,-1,0,1,0,-1,0,1,0,2,0,1,0,1,0,4,0,2,0,2,0,0,0,0,0,7,0,0,0,10.0,0.0,1,0,7009.0
Desha,,458,11-08-2020,8,Arkansas,1,0,6,0,4,0,0,0,2,0,10,0,9,0,3,0,2,0,5,0,2,0,2,0,3,0,6,0,7,0,4,0,6,0,3,0,1,0,2,1,2,0,7,0,6,1,6,0,2,0,2,0,7,0,3,0,27.0,1.0,2,0,11361.0
Drew,,473,11-08-2020,7,Arkansas,5,0,2,0,3,0,1,0,0,0,3,0,6,0,3,0,5,0,6,0,1,0,3,0,0,0,2,0,13,0,1,0,6,0,1,0,2,0,0,0,7,0,1,0,10,0,10,0,1,0,3,0,0,0,0,0,33.0,0.0,1,0,18219.0
Faulkner,,3748,11-08-2020,44,Arkansas,36,0,41,0,31,1,38,4,10,0,14,0,50,1,30,0,25,1,33,0,29,0,18,0,8,0,19,0,42,2,33,0,47,0,28,0,31,0,16,1,36,0,35,2,38,0,28,1,28,0,11,2,43,1,34,2,205.0,5.0,29,0,126007.0
Franklin,,622,11-08-2020,3,Arkansas,11,0,3,0,8,0,7,0,1,1,5,0,13,0,18,0,11,0,6,0,1,0,3,0,7,0,5,0,7,0,7,0,13,0,8,0,3,0,16,0,19,1,7,0,6,0,4,0,5,0,5,0,6,0,18,-1,47.0,1.0,1,0,17715.0
Fulton,,383,11-08-2020,11,Arkansas,4,0,2,0,7,0,4,0,4,0,3,0,8,0,5,0,3,0,16,0,1,0,5,0,1,1,7,0,3,0,7,0,15,0,13,0,4,1,0,0,5,0,4,0,18,0,4,1,1,0,2,0,5,0,7,1,35.0,1.0,1,0,12477.0
Garland,,2838,11-08-2020,78,Arkansas,14,0,110,1,24,0,9,2,7,1,13,1,27,0,61,0,38,0,27,0,20,2,16,0,13,0,14,1,10,3,16,1,39,0,25,0,26,1,17,0,29,0,41,0,48,0,34,3,6,0,15,3,25,2,15,1,193.0,8.0,20,2,99386.0
Grant,,410,11-08-2020,4,Arkansas,1,0,6,0,4,0,4,0,1,0,3,0,4,0,3,0,6,0,6,0,2,0,2,0,1,0,0,0,3,0,2,0,5,0,11,0,6,1,2,0,4,0,4,0,8,0,6,0,3,0,1,0,3,0,4,0,28.0,0.0,2,0,18265.0
Greene,,1917,11-08-2020,23,Arkansas,38,0,16,0,34,1,41,2,19,1,24,0,38,0,54,0,20,0,35,0,11,0,17,0,13,0,15,1,19,0,17,0,46,0,27,0,22,0,5,0,48,1,65,1,31,1,48,0,33,0,15,0,38,0,33,0,251.0,3.0,11,0,45325.0
Hempstead,,670,11-08-2020,5,Arkansas,15,0,7,0,3,0,7,0,5,0,2,0,10,0,4,0,9,0,4,0,5,0,8,0,4,0,5,0,4,0,5,0,7,0,11,0,2,0,15,0,14,0,16,0,8,0,22,0,6,0,6,0,9,0,5,0,77.0,0.0,5,0,21532.0
Hot Spring,,2418,11-08-2020,39,Arkansas,18,0,15,0,4,2,5,0,13,2,2,0,12,1,16,1,37,0,11,0,31,1,3,0,4,0,8,2,6,0,5,0,20,0,9,0,5,1,6,0,8,0,18,0,9,1,50,0,2,0,3,0,22,0,30,-1,121.0,2.0,31,1,33771.0
Howard,,687,11-08-2020,15,Arkansas,13,0,9,0,8,0,4,0,1,0,9,0,4,0,8,0,10,0,2,1,11,0,0,0,5,0,2,0,1,0,4,1,5,0,3,0,4,0,3,0,8,1,10,0,27,0,3,0,3,0,0,0,8,0,5,0,62.0,1.0,11,0,13202.0
Independence,,1613,11-08-2020,66,Arkansas,4,2,4,2,6,2,9,4,6,1,5,1,6,1,13,2,19,1,13,2,14,0,14,0,13,1,3,1,11,1,2,1,33,2,8,7,6,0,4,0,8,0,18,4,15,1,17,1,11,0,2,2,35,1,13,0,85.0,8.0,14,0,37825.0
Izard,,835,11-08-2020,2,Arkansas,5,0,10,0,48,0,0,0,0,0,3,0,1,1,2,0,3,0,65,0,39,0,59,0,15,0,10,0,4,0,3,0,35,0,4,0,0,0,2,0,9,0,96,0,2,0,4,0,6,0,6,0,52,0,2,0,162.0,0.0,39,0,13629.0
Jackson,,1029,11-08-2020,6,Arkansas,24,0,15,0,13,0,10,0,3,0,55,0,25,0,9,0,6,0,10,1,46,0,23,0,5,0,5,0,18,0,6,0,13,0,24,0,2,0,6,0,6,0,9,0,33,0,5,0,10,0,13,0,8,0,87,0,122.0,0.0,46,0,16719.0
Jefferson,,4547,11-08-2020,102,Arkansas,27,0,12,0,37,0,34,0,24,0,15,0,31,0,26,1,25,1,52,0,22,0,20,0,34,2,12,1,17,0,8,0,33,0,61,2,28,2,33,2,65,0,44,0,23,0,64,0,17,0,10,0,13,0,19,0,245.0,0.0,22,0,66824.0
Johnson,,1090,11-08-2020,11,Arkansas,6,0,17,0,8,0,4,0,1,0,8,1,12,0,16,0,14,0,14,0,1,0,6,0,1,0,4,0,4,-1,4,0,4,-1,8,0,0,0,7,1,5,0,9,2,6,0,4,0,1,1,1,0,8,0,7,0,27.0,3.0,1,0,26578.0
Lafayette,,220,11-08-2020,3,Arkansas,14,0,3,0,1,0,2,0,2,0,1,0,4,0,4,0,4,0,1,0,0,0,1,0,2,0,2,0,3,0,1,0,4,0,2,0,2,0,1,0,2,0,4,0,1,0,6,0,3,0,3,0,9,0,2,0,19.0,0.0,0,0,6624.0
