Date,Province_State,Recovered,Deaths,People_Hospitalized,Confirmed,People_Tested
01-22-2020,Washington,0,0,0,1,1
01-23-2020,Washington,0,0,0,1,1
01-24-2020,Washington,0,0,0,1,1
01-25-2020,Washington,0,0,0,1,1
01-26-2020,Washington,0,0,0,1,1
01-27-2020,Washington,0,0,0,1,1
01-28-2020,Washington,0,0,0,1,1
01-29-2020,Washington,0,0,0,1,1
01-30-2020,Washington,0,0,0,1,1
01-31-2020,Washington,0,0,0,1,1
02-01-2020,Washington,0,0,0,1,1
02-02-2020,Washington,0,0,0,1,1
02-03-2020,Washington,0,0,0,1,1
02-04-2020,Washington,0,0,0,1,1
02-05-2020,Washington,0,0,0,1,1
02-06-2020,Washington,0,0,0,1,1
02-07-2020,Washington,0,0,0,2,2
02-08-2020,Washington,0,0,0,2,2
02-09-2020,Washington,0,0,0,2,2
02-10-2020,Washington,0,0,0,2,2
02-11-2020,Washington,0,0,0,2,2
02-12-2020,Washington,0,0,0,2,2
02-13-2020,Washington,0,0,0,2,2
02-14-2020,Washington,0,0,0,2,2
02-15-2020,Washington,0,0,0,2,2
02-16-2020,Washington,0,0,0,2,2
02-17-2020,Washington,0,0,0,2,2
02-18-2020,Washington,0,0,0,2,2
02-19-2020,Washington,0,0,0,2,2
02-20-2020,Washington,0,0,0,2,2
02-21-2020,Washington,0,0,0,2,2
02-22-2020,Washington,0,0,0,2,2
02-23-2020,Washington,0,0,0,2,2
02-24-2020,Washington,0,0,0,2,2
02-25-2020,Washington,0,0,0,2,2
02-26-2020,Washington,0,2,0,2,2
02-27-2020,Washington,0,2,0,2,2
02-28-2020,Washington,0,4,0,9,9
02-29-2020,Washington,0,5,0,24,41
03-01-2020,Washington,0,8,0,102,116
03-01-2020,Rhode Island,0,0,0,1,1
03-01-2020,Michigan,0,0,0,9,9
03-02-2020,Michigan,0,0,0,18,18
03-02-2020,Rhode Island,0,0,0,1,1
03-02-2020,Washington,0,11,0,174,296
03-03-2020,Washington,0,14,0,258,520
03-03-2020,Rhode Island,0,0,0,2,8
03-03-2020,Michigan,0,0,0,34,34
03-04-2020,Michigan,0,0,0,52,52
03-04-2020,Arizona,0,0,0,2,29
03-04-2020,California,0,0,0,53,515
03-04-2020,Florida,0,0,0,2,26
03-04-2020,Georgia,0,0,0,2,2
03-04-2020,Illinois,0,0,0,4,128
03-04-2020,North Carolina,0,0,0,1,1
03-04-2020,Oregon,0,0,0,3,32
03-04-2020,New York,0,0,0,6,54
03-04-2020,Wisconsin,0,0,0,1,20
03-04-2020,Rhode Island,0,0,0,2,13
03-04-2020,South Carolina,0,0,0,0,5
03-04-2020,Texas,0,0,0,1,1
03-04-2020,Washington,0,16,0,351,764
03-04-2020,New Hampshire,0,0,0,2,12
03-05-2020,North Carolina,0,0,0,1,1
03-05-2020,Michigan,0,0,0,72,80
03-05-2020,Maryland,0,0,0,0,17
03-05-2020,Georgia,0,0,0,2,2
03-05-2020,Colorado,0,0,0,0,19
03-05-2020,District of Columbia,0,0,0,0,6
03-05-2020,Nebraska,0,0,0,0,17
03-05-2020,California,0,0,0,53,515
03-05-2020,Arizona,0,0,0,2,30
03-05-2020,Florida,0,0,0,9,40
03-05-2020,New Hampshire,0,0,0,2,18
03-05-2020,Illinois,0,0,0,5,170
03-05-2020,Nevada,0,0,0,1,15
03-05-2020,New Jersey,0,0,0,1,1
03-05-2020,Wisconsin,0,0,0,1,20
03-05-2020,Virginia,0,0,0,0,18
03-05-2020,Texas,0,0,0,1,1
03-05-2020,Tennessee,0,0,0,1,1
03-05-2020,Washington,0,20,0,456,1125
03-05-2020,Rhode Island,0,0,0,2,19
03-05-2020,Oregon,0,0,0,3,48
03-05-2020,Ohio,0,0,0,0,7
03-05-2020,New York,0,0,0,22,98
03-05-2020,South Carolina,0,0,0,0,5
03-06-2020,Iowa,0,0,0,0,15
03-06-2020,Maryland,0,0,0,3,29
03-06-2020,Kentucky,0,0,0,0,7
03-06-2020,Kansas,0,0,0,0,4
03-06-2020,Indiana,0,0,0,1,1
03-06-2020,Illinois,0,0,0,5,185
03-06-2020,Georgia,0,0,0,2,2
03-06-2020,Arizona,0,0,0,3,36
03-06-2020,Delaware,0,0,0,0,10
03-06-2020,District of Columbia,0,0,0,0,8
03-06-2020,Colorado,0,0,0,2,48
03-06-2020,California,0,0,0,60,522
03-06-2020,Arkansas,0,0,0,0,6
03-06-2020,Alaska,0,0,0,0,8
03-06-2020,Michigan,0,0,0,98,106
03-06-2020,Florida,0,0,0,9,64
03-06-2020,Minnesota,0,0,0,0,36
03-06-2020,Nevada,0,0,0,1,15
03-06-2020,Nebraska,0,0,0,0,17
03-06-2020,North Carolina,0,0,0,2,2
03-06-2020,Wisconsin,0,0,0,1,32
03-06-2020,Washington,0,26,0,537,1600
03-06-2020,Vermont,0,0,0,0,0
03-06-2020,Texas,0,0,0,5,5
03-06-2020,Tennessee,0,0,0,1,1
03-06-2020,South Carolina,0,0,0,0,5
03-06-2020,Rhode Island,0,0,0,3,20
03-06-2020,Virginia,0,0,0,0,21
03-06-2020,Oregon,0,0,0,3,67
03-06-2020,Pennsylvania,0,0,0,2,2
03-06-2020,New Jersey,0,0,0,1,1
03-06-2020,New Mexico,0,0,0,0,16
03-06-2020,New Hampshire,0,0,0,2,22
03-06-2020,New York,0,0,0,33,125
03-06-2020,Ohio,0,0,0,0,8
03-06-2020,West Virginia,0,0,0,0,1
03-07-2020,Idaho,0,0,0,0,27
03-07-2020,Minnesota,0,0,0,1,49
03-07-2020,Maine,0,0,0,0,1
03-07-2020,Maryland,0,0,0,3,44
03-07-2020,Louisiana,0,0,0,0,0
03-07-2020,Kentucky,0,0,0,1,10
03-07-2020,Kansas,0,0,0,0,11
03-07-2020,Indiana,0,0,0,1,1
03-07-2020,Illinois,0,0,0,6,197
03-07-2020,Iowa,0,0,0,0,15
03-07-2020,Arizona,0,0,0,5,49
03-07-2020,Georgia,0,0,0,6,6
03-07-2020,Florida,0,0,0,14,114
03-07-2020,Delaware,0,0,0,0,10
03-07-2020,District of Columbia,0,0,0,0,8
03-07-2020,Connecticut,0,0,0,0,0
03-07-2020,Colorado,0,0,0,8,63
03-07-2020,California,0,0,0,69,531
03-07-2020,Missouri,0,0,0,0,0
03-07-2020,Arkansas,0,0,0,0,6
03-07-2020,Alabama,0,0,0,0,0
03-07-2020,Alaska,0,0,0,0,12
03-07-2020,Hawaii,0,0,0,1,1
03-07-2020,Mississippi,0,0,0,0,0
03-07-2020,Michigan,0,0,0,128,146
03-07-2020,North Carolina,0,0,0,2,2
03-07-2020,Montana,0,0,0,0,11
03-07-2020,Wyoming,0,0,0,0,0
03-07-2020,West Virginia,0,0,0,0,2
03-07-2020,Wisconsin,0,0,0,1,32
03-07-2020,Washington,0,27,0,636,2004
03-07-2020,Vermont,0,0,0,1,26
03-07-2020,Virginia,0,0,0,0,31
03-07-2020,Texas,0,0,0,8,8
03-07-2020,Tennessee,0,0,0,1,1
03-07-2020,South Dakota,0,0,0,0,5
03-07-2020,South Carolina,0,0,0,2,10
03-07-2020,Utah,0,0,0,1,1
03-07-2020,Pennsylvania,0,0,0,4,4
03-07-2020,Rhode Island,0,0,0,2,32
03-07-2020,Nebraska,0,0,0,1,18
03-07-2020,New Hampshire,0,0,0,2,22
03-07-2020,New Jersey,0,0,0,4,4
03-07-2020,New Mexico,0,0,0,0,48
03-07-2020,North Dakota,0,0,0,0,0
03-07-2020,New York,0,0,0,76,168
03-07-2020,Ohio,0,0,0,0,9
03-07-2020,Oklahoma,0,0,0,1,1
03-07-2020,Oregon,0,0,0,7,84
03-07-2020,Nevada,0,0,0,1,15
03-08-2020,Iowa,0,0,0,0,15
03-08-2020,Michigan,0,0,0,168,194
03-08-2020,Maine,0,0,0,0,1
03-08-2020,Maryland,0,0,0,3,55
03-08-2020,Louisiana,0,0,0,0,5
03-08-2020,Kentucky,0,0,0,1,14
03-08-2020,Kansas,0,0,0,1,12
03-08-2020,Indiana,0,0,0,2,2
03-08-2020,Illinois,0,0,0,6,197
03-08-2020,Idaho,0,0,0,0,27
03-08-2020,Hawaii,0,0,0,1,1
03-08-2020,Minnesota,0,0,0,1,49
03-08-2020,Florida,0,0,0,17,135
03-08-2020,Delaware,0,0,0,0,10
03-08-2020,District of Columbia,0,0,0,1,11
03-08-2020,Connecticut,0,0,0,1,30
03-08-2020,Colorado,0,0,0,8,112
03-08-2020,California,0,0,0,88,550
03-08-2020,Arizona,0,0,0,5,49
03-08-2020,Arkansas,0,0,0,0,6
03-08-2020,Alabama,0,0,0,0,0
03-08-2020,Alaska,0,0,0,0,14
03-08-2020,Georgia,0,0,0,7,7
03-08-2020,Missouri,0,0,0,1,1
03-08-2020,Wisconsin,0,0,0,1,32
03-08-2020,Montana,0,0,0,0,11
03-08-2020,West Virginia,0,0,0,0,2
03-08-2020,Wyoming,0,0,0,0,0
03-08-2020,Washington,0,31,0,789,2527
03-08-2020,Vermont,0,0,0,1,31
03-08-2020,Virginia,0,0,0,2,38
03-08-2020,Utah,0,0,0,1,1
03-08-2020,Texas,0,0,0,8,8
03-08-2020,Tennessee,0,0,0,3,3
03-08-2020,South Dakota,0,0,0,0,5
03-08-2020,South Carolina,0,0,0,2,10
03-08-2020,Rhode Island,0,0,0,3,33
03-08-2020,Mississippi,0,0,0,0,0
03-08-2020,Oregon,0,0,0,14,114
03-08-2020,Oklahoma,0,0,0,1,9
03-08-2020,Ohio,0,0,0,0,10
03-08-2020,New York,0,0,0,105,197
03-08-2020,Nevada,0,0,0,1,15
03-08-2020,New Mexico,0,0,0,0,48
03-08-2020,New Jersey,0,0,0,6,37
03-08-2020,New Hampshire,0,0,0,4,42
03-08-2020,Nebraska,0,0,0,1,18
03-08-2020,North Dakota,0,0,0,0,0
03-08-2020,North Carolina,0,0,0,2,2
03-08-2020,Pennsylvania,0,0,0,6,6
03-09-2020,Idaho,0,0,0,0,41
03-09-2020,Illinois,0,0,0,7,198
03-09-2020,Indiana,0,0,0,2,2
03-09-2020,Kansas,0,0,0,1,12
03-09-2020,Michigan,0,0,0,254,290
03-09-2020,Louisiana,0,0,0,1,6
03-09-2020,Maryland,0,0,0,5,78
03-09-2020,Maine,0,0,0,0,1
03-09-2020,Iowa,0,0,0,3,29
03-09-2020,Kentucky,0,0,0,4,21
03-09-2020,Hawaii,0,0,0,2,2
03-09-2020,Colorado,0,0,0,9,142
03-09-2020,Florida,0,0,0,18,158
03-09-2020,Delaware,0,0,0,0,15
03-09-2020,District of Columbia,0,0,0,1,15
03-09-2020,Connecticut,0,0,0,1,47
03-09-2020,California,0,0,0,114,804
03-09-2020,Arizona,0,0,0,5,49
03-09-2020,Arkansas,0,0,0,0,12
03-09-2020,Alabama,0,0,0,0,0
03-09-2020,Alaska,0,0,0,0,23
03-09-2020,Minnesota,0,0,0,2,82
03-09-2020,Georgia,0,0,0,12,12
03-09-2020,Missouri,0,0,0,1,1
03-09-2020,Mississippi,0,0,0,0,0
03-09-2020,Montana,0,0,0,0,11
03-09-2020,West Virginia,0,0,0,0,2
03-09-2020,Wisconsin,0,0,0,1,37
03-09-2020,Washington,0,35,0,962,3551
03-09-2020,Vermont,0,0,0,1,37
03-09-2020,Virginia,0,0,0,3,41
03-09-2020,Utah,0,0,0,1,1
03-09-2020,Texas,0,0,0,12,12
03-09-2020,Tennessee,0,0,0,3,3
03-09-2020,South Dakota,0,0,0,0,5
03-09-2020,South Carolina,0,0,0,7,31
03-09-2020,Rhode Island,0,0,0,3,33
03-09-2020,Wyoming,0,0,0,0,0
03-09-2020,Oregon,0,0,0,14,179
03-09-2020,Oklahoma,0,0,0,1,9
03-09-2020,Ohio,0,0,0,3,14
03-09-2020,New York,0,0,0,142,234
03-09-2020,Nevada,0,0,0,1,15
03-09-2020,New Mexico,0,0,0,0,57
03-09-2020,New Jersey,0,0,0,11,46
03-09-2020,New Hampshire,0,0,0,4,42
03-09-2020,Nebraska,0,0,0,3,39
03-09-2020,North Dakota,0,0,0,0,0
03-09-2020,North Carolina,0,0,0,2,2
03-09-2020,Pennsylvania,0,0,0,10,10
03-10-2020,Idaho,0,0,0,0,41
03-10-2020,Illinois,0,0,0,19,263
03-10-2020,Indiana,0,0,0,6,36
03-10-2020,Kansas,0,0,0,1,18
03-10-2020,Michigan,0,0,0,358,397
03-10-2020,Louisiana,0,0,0,1,12
03-10-2020,Maryland,0,0,0,6,95
03-10-2020,Maine,0,0,0,0,20
03-10-2020,Iowa,0,0,0,8,40
03-10-2020,Kentucky,0,0,0,6,34
03-10-2020,Hawaii,0,0,0,2,2
03-10-2020,Colorado,0,0,0,12,154
03-10-2020,Florida,0,0,0,19,241
03-10-2020,Delaware,0,0,0,0,17
03-10-2020,District of Columbia,0,0,0,5,22
03-10-2020,Connecticut,0,0,0,2,56
03-10-2020,California,0,0,0,133,823
03-10-2020,Arizona,0,0,0,6,57
03-10-2020,Arkansas,0,0,0,0,12
03-10-2020,Alabama,0,0,0,0,0
03-10-2020,Alaska,0,0,0,0,23
03-10-2020,Minnesota,0,0,0,3,135
03-10-2020,Georgia,0,0,0,17,17
03-10-2020,Missouri,0,0,0,1,1
03-10-2020,Wyoming,0,0,0,0,0
03-10-2020,Montana,0,0,0,0,15
03-10-2020,Mississippi,0,0,0,0,0
03-10-2020,West Virginia,0,0,0,0,2
03-10-2020,Wisconsin,0,0,0,2,38
03-10-2020,Washington,0,37,0,1178,5334
03-10-2020,Vermont,0,0,0,1,61
03-10-2020,Virginia,0,0,0,8,61
03-10-2020,Utah,0,0,0,2,2
03-10-2020,Tennessee,0,0,0,7,7
03-10-2020,South Dakota,0,0,0,0,11
03-10-2020,South Carolina,0,0,0,7,31
03-10-2020,Rhode Island,0,0,0,3,61
03-10-2020,Texas,0,0,0,13,13
03-10-2020,Oregon,0,0,0,15,228
03-10-2020,Pennsylvania,0,0,0,12,12
03-10-2020,North Dakota,0,0,0,0,6
03-10-2020,Nebraska,0,0,0,3,50
03-10-2020,New Hampshire,0,0,0,4,42
03-10-2020,New Jersey,0,0,0,15,59
03-10-2020,North Carolina,0,0,0,7,7
03-10-2020,Nevada,0,0,0,1,15
03-10-2020,New York,0,0,0,173,265
03-10-2020,Ohio,0,0,0,3,17
03-10-2020,Oklahoma,0,0,0,2,17
03-10-2020,New Mexico,0,0,0,0,69
03-11-2020,Iowa,0,0,0,13,59
03-11-2020,Michigan,0,0,0,497,554
03-11-2020,Maine,0,0,0,0,42
03-11-2020,Maryland,0,0,0,9,103
03-11-2020,Louisiana,0,0,0,6,43
03-11-2020,Kentucky,0,0,0,8,54
03-11-2020,Kansas,0,0,0,1,42
03-11-2020,Indiana,0,0,0,10,43
03-11-2020,Illinois,0,0,0,19,263
03-11-2020,Idaho,0,0,0,0,67
03-11-2020,Hawaii,0,0,0,2,2
03-11-2020,Minnesota,0,0,0,5,222
03-11-2020,Florida,0,2,0,28,329
03-11-2020,Delaware,0,0,0,1,18
03-11-2020,District of Columbia,0,0,0,5,25
03-11-2020,Connecticut,0,0,0,3,74
03-11-2020,Colorado,0,0,0,28,279
03-11-2020,California,0,0,0,157,1073
03-11-2020,Arizona,0,0,0,9,68
03-11-2020,Arkansas,0,0,0,0,12
03-11-2020,Alabama,0,0,0,0,10
03-11-2020,Alaska,0,0,0,0,46
03-11-2020,Georgia,0,0,0,22,22
03-11-2020,Missouri,0,0,0,1,1
03-11-2020,Tennessee,0,0,0,7,57
03-11-2020,Montana,0,0,0,0,21
03-11-2020,West Virginia,0,0,0,0,3
03-11-2020,Wisconsin,0,0,0,3,46
03-11-2020,Washington,0,40,0,1390,7600
03-11-2020,Vermont,0,0,0,2,93
03-11-2020,Virginia,0,0,0,9,69
03-11-2020,Utah,0,0,0,2,2
03-11-2020,Texas,0,0,0,21,21
03-11-2020,Wyoming,0,0,0,0,0
03-11-2020,South Dakota,0,0,0,5,18
03-11-2020,South Carolina,0,0,0,9,41
03-11-2020,Rhode Island,0,0,0,5,99
03-11-2020,Mississippi,0,0,0,0,20
03-11-2020,Oregon,0,0,0,19,305
03-11-2020,Oklahoma,0,0,0,2,17
03-11-2020,Ohio,0,0,0,4,25
03-11-2020,New York,0,0,0,216,308
03-11-2020,Nevada,0,0,0,5,173
03-11-2020,New Mexico,0,0,0,3,90
03-11-2020,New Jersey,0,1,0,24,81
03-11-2020,New Hampshire,0,0,0,4,42
03-11-2020,Nebraska,0,0,0,5,52
03-11-2020,North Dakota,0,0,0,0,7
03-11-2020,North Carolina,0,0,0,7,7
03-11-2020,Pennsylvania,0,0,0,16,104
03-12-2020,Idaho,0,0,0,0,93
03-12-2020,Illinois,0,0,0,25,291
03-12-2020,Indiana,0,0,0,12,64
03-12-2020,Kansas,0,0,0,4,45
03-12-2020,Maine,0,0,0,1,66
03-12-2020,Louisiana,0,0,0,14,51
03-12-2020,Massachusetts,0,0,0,8,8
03-12-2020,Maryland,0,0,0,12,106
03-12-2020,Iowa,0,0,0,14,81
03-12-2020,Kentucky,0,0,0,8,64
03-12-2020,Hawaii,0,0,0,2,2
03-12-2020,Colorado,0,0,0,45,343
03-12-2020,Florida,0,2,0,32,333
03-12-2020,Delaware,0,0,0,4,27
03-12-2020,District of Columbia,0,0,0,10,30
03-12-2020,Connecticut,0,0,0,6,95
03-12-2020,California,0,4,0,202,1118
03-12-2020,Arizona,0,0,0,9,91
03-12-2020,Arkansas,0,0,0,6,30
03-12-2020,Alabama,0,0,0,0,10
03-12-2020,Alaska,0,0,0,0,46
03-12-2020,Michigan,0,0,0,702,793
03-12-2020,Georgia,0,0,0,31,31
03-12-2020,Minnesota,0,0,0,9,316
03-12-2020,Missouri,0,0,0,1,65
03-12-2020,Wyoming,0,0,0,1,1
03-12-2020,Mississippi,0,0,0,1,42
03-12-2020,West Virginia,0,0,0,0,7
03-12-2020,Wisconsin,0,0,0,8,92
03-12-2020,Washington,0,44,0,1646,11364
03-12-2020,Vermont,0,0,0,2,138
03-12-2020,Virginia,0,0,0,17,134
03-12-2020,Utah,0,0,0,4,135
03-12-2020,Tennessee,0,0,0,18,97
03-12-2020,South Dakota,0,0,0,8,35
03-12-2020,South Carolina,0,0,0,10,58
03-12-2020,Rhode Island,0,0,0,5,99
03-12-2020,Pennsylvania,0,0,0,22,138
03-12-2020,Texas,0,0,0,23,23
03-12-2020,Oklahoma,0,0,0,3,39
03-12-2020,Oregon,0,0,0,19,305
03-12-2020,North Carolina,0,0,0,12,72
03-12-2020,North Dakota,0,0,0,1,13
03-12-2020,Nebraska,0,0,0,10,90
03-12-2020,New Hampshire,0,0,0,6,100
03-12-2020,Montana,0,0,0,1,35
03-12-2020,New Mexico,0,0,0,5,160
03-12-2020,Nevada,0,0,0,7,175
03-12-2020,New York,0,0,0,216,308
03-12-2020,Ohio,0,0,0,5,35
03-12-2020,New Jersey,0,1,0,30,104
03-13-2020,Idaho,0,0,0,0,131
03-13-2020,Michigan,0,0,0,945,1078
03-13-2020,Maine,0,0,0,3,94
03-13-2020,Maryland,0,0,0,17,111
03-13-2020,Massachusetts,0,0,0,23,23
03-13-2020,Louisiana,0,0,0,36,73
03-13-2020,Kentucky,0,0,0,11,118
03-13-2020,Kansas,0,0,0,6,99
03-13-2020,Indiana,0,0,0,12,73
03-13-2020,Illinois,0,0,0,32,326
03-13-2020,Iowa,0,0,0,16,99
03-13-2020,Minnesota,0,0,0,14,555
03-13-2020,Georgia,0,1,0,42,42
03-13-2020,Florida,0,2,0,50,528
03-13-2020,Delaware,0,0,0,4,34
03-13-2020,District of Columbia,0,0,0,10,30
03-13-2020,Connecticut,0,0,0,6,105
03-13-2020,Colorado,0,0,0,72,596
03-13-2020,California,0,4,0,202,1118
03-13-2020,Arizona,0,0,0,9,103
03-13-2020,Arkansas,0,0,0,9,39
03-13-2020,Alabama,0,0,0,1,12
03-13-2020,Alaska,0,0,0,1,60
03-13-2020,Hawaii,0,0,0,2,2
03-13-2020,Missouri,0,0,0,2,73
03-13-2020,Wyoming,0,0,0,1,1
03-13-2020,Montana,0,0,0,1,56
03-13-2020,Mississippi,0,0,0,4,45
03-13-2020,West Virginia,0,0,0,0,17
03-13-2020,Wisconsin,0,0,0,19,188
03-13-2020,Washington,0,47,0,1943,15598
03-13-2020,Vermont,0,0,0,5,228
03-13-2020,Virginia,0,0,0,30,147
03-13-2020,Utah,0,0,0,6,137
03-13-2020,Tennessee,0,0,0,26,142
03-13-2020,South Dakota,0,0,0,9,82
03-13-2020,South Carolina,0,0,0,12,87
03-13-2020,Rhode Island,0,0,0,14,156
03-13-2020,Texas,0,0,0,39,39
03-13-2020,Oregon,0,0,0,30,367
03-13-2020,Pennsylvania,0,0,0,41,181
03-13-2020,North Dakota,0,0,0,1,40
03-13-2020,Nebraska,0,0,0,13,93
03-13-2020,New Hampshire,0,0,0,6,100
03-13-2020,New Jersey,0,1,0,50,147
03-13-2020,North Carolina,0,0,0,15,101
03-13-2020,Nevada,0,0,0,11,179
03-13-2020,New York,0,0,0,421,3200
03-13-2020,Ohio,0,0,0,13,63
03-13-2020,Oklahoma,0,0,0,3,39
03-13-2020,New Mexico,0,0,0,10,200
03-14-2020,Idaho,0,0,0,2,176
03-14-2020,Michigan,0,0,0,1196,1401
03-14-2020,Minnesota,0,0,0,21,868
03-14-2020,Maryland,0,0,0,26,120
03-14-2020,Massachusetts,0,0,0,38,38
03-14-2020,Louisiana,0,0,0,51,160
03-14-2020,Kentucky,0,0,0,14,153
03-14-2020,Kansas,0,1,0,6,99
03-14-2020,Indiana,0,0,0,15,89
03-14-2020,Illinois,0,0,0,46,362
03-14-2020,Iowa,0,0,0,17,100
03-14-2020,Alaska,0,0,0,1,144
03-14-2020,Georgia,0,1,0,66,66
03-14-2020,Florida,0,3,0,77,555
03-14-2020,Delaware,0,0,0,6,42
03-14-2020,District of Columbia,0,0,0,10,59
03-14-2020,Connecticut,0,0,0,11,136
03-14-2020,Colorado,0,1,0,101,711
03-14-2020,California,0,5,0,252,1168
03-14-2020,Arizona,0,0,0,12,133
03-14-2020,Arkansas,0,0,0,12,77
03-14-2020,Alabama,0,0,0,6,28
03-14-2020,Hawaii,0,0,0,2,2
03-14-2020,Missouri,0,0,0,4,94
03-14-2020,Maine,0,0,0,3,94
03-14-2020,Montana,0,0,0,5,108
03-14-2020,Mississippi,0,0,0,6,90
03-14-2020,West Virginia,0,0,0,0,26
03-14-2020,Wisconsin,0,0,0,19,188
03-14-2020,Washington,0,51,0,2208,17932
03-14-2020,Vermont,0,0,0,8,340
03-14-2020,Virginia,0,0,0,30,147
03-14-2020,Utah,0,0,0,6,137
03-14-2020,Texas,0,0,0,51,51
03-14-2020,Tennessee,0,0,0,32,162
03-14-2020,South Dakota,0,0,0,9,191
03-14-2020,South Carolina,0,0,0,13,123
03-14-2020,Rhode Island,0,0,0,20,218
03-14-2020,Wyoming,0,0,0,2,2
03-14-2020,Oregon,0,0,0,30,367
03-14-2020,Pennsylvania,0,0,0,47,252
03-14-2020,North Dakota,0,0,0,1,55
03-14-2020,Nebraska,0,0,0,14,94
03-14-2020,New Hampshire,0,0,0,7,219
03-14-2020,New Jersey,0,1,0,50,147
03-14-2020,North Carolina,0,0,0,23,160
03-14-2020,Nevada,0,0,0,20,188
03-14-2020,New York,0,0,0,524,3303
03-14-2020,Ohio,0,0,0,13,63
03-14-2020,Oklahoma,0,0,0,4,40
03-14-2020,New Mexico,0,0,0,10,247
03-15-2020,Maine,0,0,0,3,94
03-15-2020,Iowa,0,0,0,18,101
03-15-2020,Maryland,0,0,0,31,125
03-15-2020,Massachusetts,0,0,0,64,648
03-15-2020,Louisiana,0,2,0,90,246
03-15-2020,Kentucky,0,0,0,16,155
03-15-2020,Kansas,0,1,0,8,143
03-15-2020,Indiana,0,0,0,19,121
03-15-2020,Illinois,0,0,0,64,513
03-15-2020,Idaho,0,0,0,5,179
03-15-2020,Hawaii,0,0,0,2,2
03-15-2020,Colorado,0,1,0,131,758
03-15-2020,Florida,0,4,0,116,794
03-15-2020,Delaware,0,0,0,6,42
03-15-2020,District of Columbia,0,0,0,16,95
03-15-2020,Connecticut,0,0,0,20,145
03-15-2020,California,0,5,0,293,1209
03-15-2020,Arizona,0,0,0,12,133
03-15-2020,Arkansas,0,0,0,16,119
03-15-2020,Alabama,0,0,0,12,40
03-15-2020,Alaska,0,0,0,1,144
03-15-2020,Michigan,0,0,0,1480,1685
03-15-2020,Georgia,0,1,0,99,99
03-15-2020,Minnesota,0,0,0,35,1422
03-15-2020,Missouri,0,0,0,5,127
03-15-2020,Utah,0,0,0,28,159
03-15-2020,Wyoming,0,0,0,3,3
03-15-2020,Mississippi,0,0,0,10,94
03-15-2020,West Virginia,0,0,0,0,38
03-15-2020,Wisconsin,0,0,0,33,346
03-15-2020,Washington,0,57,0,2462,19622
03-15-2020,Vermont,0,0,0,12,417
03-15-2020,Virginia,0,1,0,45,408
03-15-2020,Texas,0,0,0,56,56
03-15-2020,Tennessee,0,0,0,39,196
03-15-2020,South Dakota,0,0,0,9,336
03-15-2020,Rhode Island,0,0,0,20,291
03-15-2020,Pennsylvania,0,0,0,63,268
03-15-2020,South Carolina,0,0,0,19,173
03-15-2020,Oklahoma,0,0,0,9,127
03-15-2020,Montana,0,0,0,7,110
03-15-2020,North Carolina,0,0,0,32,259
03-15-2020,North Dakota,0,0,0,1,96
03-15-2020,Nebraska,0,0,0,17,97
03-15-2020,Oregon,0,0,0,36,456
03-15-2020,New Jersey,0,2,0,98,218
03-15-2020,New Hampshire,0,0,0,13,284
03-15-2020,Nevada,0,0,0,21,189
03-15-2020,New York,0,3,0,729,5272
03-15-2020,Ohio,0,0,0,36,175
03-15-2020,New Mexico,0,0,0,13,495
03-16-2020,Idaho,0,0,0,5,270
03-16-2020,Illinois,0,0,0,93,1025
03-16-2020,Indiana,0,1,0,24,139
03-16-2020,Kansas,0,1,0,11,177
03-16-2020,Kentucky,0,1,0,21,255
03-16-2020,Minnesota,0,0,0,54,1893
03-16-2020,Massachusetts,0,0,0,97,1296
03-16-2020,Maryland,0,0,0,37,131
03-16-2020,Maine,0,0,0,17,781
03-16-2020,Michigan,0,0,0,1933,2205
03-16-2020,Iowa,0,0,0,22,105
03-16-2020,Louisiana,0,2,0,115,303
03-16-2020,Hawaii,0,0,0,7,7
03-16-2020,Alabama,0,0,0,28,56
03-16-2020,Georgia,0,1,0,121,121
03-16-2020,Florida,0,4,0,141,825
03-16-2020,Delaware,0,0,0,8,44
03-16-2020,District of Columbia,0,0,0,17,113
03-16-2020,Connecticut,0,0,0,26,151
03-16-2020,Colorado,0,1,0,131,758
03-16-2020,California,0,6,0,335,8316
03-16-2020,Arizona,0,0,0,18,143
03-16-2020,American Samoa,0,0,0,0,0
03-16-2020,Arkansas,0,0,0,22,154
03-16-2020,Alaska,0,0,0,1,144
03-16-2020,Guam,0,0,0,3,26
03-16-2020,Missouri,0,0,0,6,170
03-16-2020,Washington,0,69,0,2830,24521
03-16-2020,Mississippi,0,0,0,12,289
03-16-2020,Northern Mariana Islands,0,0,0,0,0
03-16-2020,Wyoming,0,0,0,3,3
03-16-2020,West Virginia,0,0,0,0,80
03-16-2020,Wisconsin,0,0,0,47,551
03-16-2020,Vermont,0,0,0,17,504
03-16-2020,Virgin Islands,0,0,0,1,1
03-16-2020,Virginia,0,1,0,51,489
03-16-2020,Utah,0,0,0,39,170
03-16-2020,Tennessee,0,0,0,52,322
03-16-2020,South Dakota,0,0,0,10,504
03-16-2020,South Carolina,0,1,0,28,263
03-16-2020,Rhode Island,0,0,0,21,329
03-16-2020,Puerto Rico,0,0,0,5,14
03-16-2020,Texas,0,0,0,57,57
03-16-2020,Oregon,0,0,0,39,618
03-16-2020,Pennsylvania,0,0,0,76,746
03-16-2020,North Carolina,0,0,0,33,329
03-16-2020,North Dakota,0,0,0,1,124
